contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_1263	7129	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1264	2496	No	NA	5	1	0	Low-quality	Genome-fragment	1.07	HMM-based (lower-bound)	0.0	1.02	
contig_1265	34995	No	NA	68	16	0	Low-quality	Genome-fragment	46.38	HMM-based (lower-bound)	0.0	1.0	
contig_1266	34121	No	NA	66	7	0	Medium-quality	Genome-fragment	62.12	HMM-based (lower-bound)	0.0	1.0	
contig_1267	3627	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1268	14593	No	NA	32	2	0	Low-quality	Genome-fragment	16.52	HMM-based (lower-bound)	0.0	1.0	
contig_1269	3951	No	NA	7	3	0	Low-quality	Genome-fragment	11.01	AAI-based (high-confidence)	0.0	1.0	
contig_1270	5605	No	NA	9	2	0	Low-quality	Genome-fragment	15.81	AAI-based (high-confidence)	0.0	1.0	
contig_1271	14284	No	NA	22	4	0	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
contig_1272	14845	No	NA	22	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1273	12799	No	NA	28	5	0	Low-quality	Genome-fragment	17.87	HMM-based (lower-bound)	0.0	1.0	
contig_1274	13726	No	NA	21	6	0	Low-quality	Genome-fragment	27.23	AAI-based (medium-confidence)	0.0	1.0	
contig_1275	22860	No	NA	32	9	0	Low-quality	Genome-fragment	33.19	HMM-based (lower-bound)	0.0	1.0	
contig_1278	2245	No	NA	3	2	0	Low-quality	Genome-fragment	4.39	AAI-based (medium-confidence)	0.0	1.01	
contig_1279	4100	No	NA	11	4	0	Low-quality	Genome-fragment	11.04	AAI-based (high-confidence)	0.0	1.0	
contig_1280	15384	No	NA	28	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1281	20802	No	NA	44	12	0	Low-quality	Genome-fragment	24.4	AAI-based (high-confidence)	0.0	1.0	
contig_1282	15884	No	NA	28	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1285	6258	No	NA	10	5	0	Low-quality	Genome-fragment	18.79	AAI-based (medium-confidence)	0.0	1.0	
contig_1286	2321	No	NA	5	1	0	Low-quality	Genome-fragment	4.74	AAI-based (medium-confidence)	0.0	1.0	
contig_1289	56757	No	NA	69	4	1	Low-quality	Genome-fragment	47.16	HMM-based (lower-bound)	0.0	1.0	
contig_1290	28705	No	NA	41	7	0	High-quality	High-quality	96.52	AAI-based (high-confidence)	0.0	1.0	
contig_1291	16084	No	NA	22	15	0	Low-quality	Genome-fragment	32.38	AAI-based (medium-confidence)	0.0	1.0	
contig_1292	2994	No	NA	6	2	0	Low-quality	Genome-fragment	8.12	AAI-based (high-confidence)	0.0	1.0	
contig_1293	15853	No	NA	38	10	0	Low-quality	Genome-fragment	42.61	AAI-based (high-confidence)	0.0	1.0	
contig_1294	2360	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1295	4079	No	NA	9	3	0	Low-quality	Genome-fragment	5.58	HMM-based (lower-bound)	0.0	1.0	
contig_1296	7781	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1297	44160	No	NA	84	8	0	Low-quality	Genome-fragment	39.62	HMM-based (lower-bound)	0.0	1.0	
contig_1298	40164	No	NA	78	11	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1299	5459	No	NA	9	1	0	Low-quality	Genome-fragment	4.96	HMM-based (lower-bound)	0.0	1.0	
contig_13	6690	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_130	16647	No	NA	35	7	0	Low-quality	Genome-fragment	30.17	AAI-based (medium-confidence)	0.0	1.0	
contig_1301	15224	No	NA	30	4	0	Low-quality	Genome-fragment	18.35	AAI-based (medium-confidence)	0.0	1.01	
contig_1302	13853	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1303	14427	No	NA	30	5	0	High-quality	High-quality	96.83	AAI-based (medium-confidence)	0.0	1.0	
contig_1306	4174	No	NA	9	2	0	Low-quality	Genome-fragment	8.85	HMM-based (lower-bound)	0.0	1.0	
contig_1307	23947	No	NA	46	6	0	Medium-quality	Genome-fragment	65.44	AAI-based (medium-confidence)	0.0	1.0	
contig_131	2821	No	NA	6	2	0	Low-quality	Genome-fragment	7.77	AAI-based (medium-confidence)	0.0	1.0	
contig_1310	3604	No	NA	5	2	0	Low-quality	Genome-fragment	10.33	AAI-based (high-confidence)	0.0	1.0	
contig_1311	16921	No	NA	31	0	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_1312	36721	No	NA	88	9	0	Low-quality	Genome-fragment	47.95	HMM-based (lower-bound)	0.0	1.0	
contig_1315	8990	No	NA	28	3	0	Low-quality	Genome-fragment	17.94	AAI-based (medium-confidence)	0.0	1.0	
contig_1317	15257	No	NA	34	2	1	Low-quality	Genome-fragment	4.21	AAI-based (medium-confidence)	0.0	1.01	
contig_1318	11229	No	NA	26	1	1	Low-quality	Genome-fragment	6.27	HMM-based (lower-bound)	0.0	1.0	
contig_1319	5719	No	NA	12	1	0	Low-quality	Genome-fragment	4.09	HMM-based (lower-bound)	0.0	1.0	
contig_132	37964	No	NA	69	10	0	Medium-quality	Genome-fragment	58.31	HMM-based (lower-bound)	0.0	1.0	
contig_1320	9585	No	NA	17	1	0	Medium-quality	Genome-fragment	62.04	AAI-based (high-confidence)	0.0	1.0	
contig_1321	27424	No	NA	57	12	0	Low-quality	Genome-fragment	46.28	HMM-based (lower-bound)	0.0	1.0	
contig_1322	32879	No	NA	62	18	0	Medium-quality	Genome-fragment	60.28	HMM-based (lower-bound)	0.0	1.0	
contig_1323	35894	No	NA	80	9	0	High-quality	High-quality	92.16	AAI-based (medium-confidence)	0.0	1.0	
contig_1326	34454	No	NA	46	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1327	37419	No	NA	67	15	0	Medium-quality	Genome-fragment	60.76	AAI-based (high-confidence)	0.0	1.0	
contig_1329	36267	No	NA	46	6	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.04	
contig_133	53613	No	NA	68	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
contig_1330	32178	No	NA	53	6	0	Medium-quality	Genome-fragment	58.3	HMM-based (lower-bound)	0.0	1.0	
contig_1331	14555	No	NA	25	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1332	5371	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1333	42611	No	NA	85	1	0	Medium-quality	Genome-fragment	73.2	HMM-based (lower-bound)	0.0	1.01	
contig_1334	2373	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1335	5650	No	NA	8	4	0	Low-quality	Genome-fragment	9.35	AAI-based (medium-confidence)	0.0	1.0	
contig_1336	23295	No	NA	38	5	0	Low-quality	Genome-fragment	39.61	HMM-based (lower-bound)	0.0	1.0	
contig_1338	2648	No	NA	7	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0.0	1.0	
contig_134	6006	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1341	13145	No	NA	16	10	0	Low-quality	Genome-fragment	34.53	AAI-based (medium-confidence)	0.0	1.0	
contig_1342	17432	No	NA	23	11	0	Low-quality	Genome-fragment	45.87	AAI-based (medium-confidence)	0.0	1.0	
contig_1343	19121	No	NA	24	1	0	Low-quality	Genome-fragment	28.91	HMM-based (lower-bound)	0.0	1.0	
contig_1344	11964	No	NA	26	1	0	Medium-quality	Genome-fragment	79.38	AAI-based (high-confidence)	0.0	1.0	
contig_1345	5187	No	NA	9	2	0	Low-quality	Genome-fragment	11.17	AAI-based (medium-confidence)	0.0	1.0	
contig_1346	3795	No	NA	7	1	0	Low-quality	Genome-fragment	1.71	HMM-based (lower-bound)	0.0	1.0	
contig_1347	4142	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1348	6704	No	NA	12	1	0	Low-quality	Genome-fragment	18.8	AAI-based (medium-confidence)	0.0	1.0	
contig_1349	15849	No	NA	26	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1350	9250	No	NA	14	9	0	Low-quality	Genome-fragment	26.42	AAI-based (medium-confidence)	0.0	1.0	
contig_1351	16800	No	NA	34	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1352	2947	No	NA	4	1	0	Low-quality	Genome-fragment	4.2	HMM-based (lower-bound)	0.0	1.0	
contig_1353	13301	No	NA	25	3	0	Low-quality	Genome-fragment	13.77	HMM-based (lower-bound)	0.0	1.0	
contig_1354	10310	No	NA	19	0	0	Low-quality	Genome-fragment	17.67	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_1355	4834	No	NA	10	4	0	Low-quality	Genome-fragment	14.17	AAI-based (high-confidence)	0.0	1.0	
contig_1356	38955	No	NA	60	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1357	5349	No	NA	12	4	0	Low-quality	Genome-fragment	9.38	HMM-based (lower-bound)	0.0	1.0	
contig_1358	15745	No	NA	32	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1359	10714	No	NA	20	2	0	Low-quality	Genome-fragment	32.72	AAI-based (high-confidence)	0.0	1.0	
contig_136	2942	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1360	15027	No	NA	35	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1361	6870	No	NA	8	0	0	Low-quality	Genome-fragment	18.26	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_1362	2721	No	NA	5	1	0	Low-quality	Genome-fragment	1.89	HMM-based (lower-bound)	0.0	1.0	
contig_1363	23352	No	NA	35	8	0	Low-quality	Genome-fragment	36.27	HMM-based (lower-bound)	0.0	1.0	
contig_1364	2495	No	NA	6	3	0	Low-quality	Genome-fragment	6.73	AAI-based (medium-confidence)	0.0	1.0	
contig_1365	3294	No	NA	6	2	0	Low-quality	Genome-fragment	8.63	AAI-based (medium-confidence)	0.0	1.0	
contig_1366	16007	No	NA	35	7	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1367	7055	No	NA	9	3	0	Low-quality	Genome-fragment	21.11	AAI-based (high-confidence)	0.0	1.0	
contig_1368	5506	No	NA	10	5	0	Low-quality	Genome-fragment	10.58	HMM-based (lower-bound)	0.0	1.0	
contig_1369	10506	No	NA	12	8	0	Low-quality	Genome-fragment	23.58	AAI-based (high-confidence)	0.0	1.0	
contig_137	1084	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1370	2943	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1371	7613	No	NA	13	2	0	Low-quality	Genome-fragment	4.12	HMM-based (lower-bound)	0.0	1.0	
contig_1374	34580	No	NA	60	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1378	32739	No	NA	68	11	1	High-quality	High-quality	94.84	AAI-based (high-confidence)	0.0	1.0	
contig_1379	9923	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_138	31528	No	NA	62	21	0	Low-quality	Genome-fragment	42.77	HMM-based (lower-bound)	0.0	1.0	
contig_1380	3640	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1381	4261	No	NA	10	1	0	Low-quality	Genome-fragment	6.37	HMM-based (lower-bound)	0.0	1.0	
contig_1382	15559	No	NA	26	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1383	5387	No	NA	15	4	0	Low-quality	Genome-fragment	7.31	AAI-based (medium-confidence)	0.0	1.0	
contig_1384	14490	No	NA	36	6	0	Low-quality	Genome-fragment	20.07	HMM-based (lower-bound)	0.0	1.0	
contig_1385	22725	No	NA	39	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
contig_1386	10337	No	NA	20	1	0	Low-quality	Genome-fragment	8.26	HMM-based (lower-bound)	0.0	1.0	
contig_1388	12957	No	NA	17	1	0	Low-quality	Genome-fragment	19.42	HMM-based (lower-bound)	0.0	1.0	
contig_1389	2382	No	NA	7	1	0	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	0.0	1.0	
contig_139	26146	No	NA	48	11	0	High-quality	High-quality	95.3	AAI-based (medium-confidence)	0.0	1.0	
contig_1391	14845	No	NA	20	12	0	Low-quality	Genome-fragment	26.85	AAI-based (high-confidence)	0.0	1.0	
contig_1392	2301	No	NA	4	1	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0.0	1.12	
contig_1393	38768	No	NA	70	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_1394	46587	No	NA	78	17	0	Medium-quality	Genome-fragment	68.92	AAI-based (high-confidence)	0.0	1.0	
contig_1395	5709	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1396	33427	No	NA	63	14	0	High-quality	High-quality	97.25	AAI-based (high-confidence)	0.0	1.0	
contig_1397	3934	No	NA	9	5	0	Low-quality	Genome-fragment	10.53	AAI-based (high-confidence)	0.0	1.0	
contig_1398	12061	No	NA	22	3	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_1399	3456	No	NA	5	1	0	Low-quality	Genome-fragment	6.13	AAI-based (high-confidence)	0.0	1.0	
contig_14	4698	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_140	29706	No	NA	68	10	0	Low-quality	Genome-fragment	35.01	HMM-based (lower-bound)	0.0	1.0	
contig_1402	8989	No	NA	20	5	0	Low-quality	Genome-fragment	18.02	AAI-based (medium-confidence)	0.0	1.0	
contig_1403	3598	No	NA	13	1	0	Low-quality	Genome-fragment	3.19	HMM-based (lower-bound)	0.0	1.0	
contig_1406	2499	No	NA	6	2	0	Low-quality	Genome-fragment	2.82	HMM-based (lower-bound)	0.0	1.02	
contig_1407	14835	No	NA	25	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1408	14045	No	NA	26	0	0	Low-quality	Genome-fragment	42.02	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_1409	2740	No	NA	2	1	0	Low-quality	Genome-fragment	4.84	AAI-based (medium-confidence)	0.0	1.0	
contig_1410	2351	No	NA	6	2	0	Low-quality	Genome-fragment	2.42	AAI-based (medium-confidence)	0.0	1.0	
contig_1411	2881	No	NA	6	0	0	Low-quality	Genome-fragment	5.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_1415	11539	No	NA	23	2	0	Low-quality	Genome-fragment	8.91	HMM-based (lower-bound)	0.0	1.0	
contig_1416	17481	No	NA	32	10	0	Low-quality	Genome-fragment	45.06	AAI-based (medium-confidence)	0.0	1.0	
contig_1417	14512	No	NA	31	2	0	Medium-quality	Genome-fragment	88.98	AAI-based (high-confidence)	0.0	1.0	
contig_1418	5117	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.13	no viral genes detected
contig_1419	5987	No	NA	12	4	0	Low-quality	Genome-fragment	2.45	HMM-based (lower-bound)	0.0	1.0	
contig_1420	35652	No	NA	71	8	0	Medium-quality	Genome-fragment	53.5	HMM-based (lower-bound)	0.0	1.0	
contig_1421	8425	No	NA	16	5	0	Low-quality	Genome-fragment	19.02	AAI-based (medium-confidence)	0.0	1.0	
contig_1422	12685	No	NA	21	2	0	Low-quality	Genome-fragment	31.69	AAI-based (high-confidence)	0.0	1.0	
contig_1423	39584	No	NA	61	3	0	Medium-quality	Genome-fragment	70.96	HMM-based (lower-bound)	0.0	1.0	
contig_1424	15363	No	NA	32	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1426	2711	No	NA	3	1	0	Low-quality	Genome-fragment	4.02	HMM-based (lower-bound)	0.0	1.0	
contig_1427	3497	No	NA	5	2	0	Low-quality	Genome-fragment	42.22	AAI-based (medium-confidence)	0.0	1.01	
contig_1429	9609	No	NA	14	3	0	Medium-quality	Genome-fragment	61.26	AAI-based (high-confidence)	0.0	1.0	
contig_1430	8840	No	NA	17	3	0	Medium-quality	Genome-fragment	57.01	AAI-based (high-confidence)	0.0	1.0	
contig_1431	4097	No	NA	9	3	0	Low-quality	Genome-fragment	6.76	AAI-based (medium-confidence)	0.0	1.0	
contig_1432	12315	No	NA	31	4	0	Low-quality	Genome-fragment	15.31	HMM-based (lower-bound)	0.0	1.01	
contig_1433	16900	No	NA	28	5	0	High-quality	High-quality	96.03	AAI-based (medium-confidence)	0.0	1.0	
contig_1434	4271	Yes	2493	5	2	1	Low-quality	Genome-fragment	1.37	AAI-based (medium-confidence)	41.63	1.0	
contig_1435	13799	No	NA	19	7	1	Low-quality	Genome-fragment	20.22	HMM-based (lower-bound)	0.0	1.0	
contig_1436	3531	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1437	16929	No	NA	30	14	0	Medium-quality	Genome-fragment	51.2	AAI-based (medium-confidence)	0.0	1.0	
contig_1438	14529	No	NA	30	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1439	34481	No	NA	62	8	0	High-quality	High-quality	90.16	AAI-based (medium-confidence)	0.0	1.03	
contig_1440	5680	No	NA	17	2	0	Low-quality	Genome-fragment	2.46	HMM-based (lower-bound)	0.0	1.0	
contig_1441	16094	No	NA	27	5	0	Low-quality	Genome-fragment	17.98	HMM-based (lower-bound)	0.0	1.0	
contig_1442	14485	No	NA	23	3	0	Low-quality	Genome-fragment	24.13	HMM-based (lower-bound)	0.0	1.0	
contig_1444	17050	No	NA	28	5	0	Low-quality	Genome-fragment	28.48	HMM-based (lower-bound)	0.0	1.01	
contig_1445	36714	No	NA	63	13	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1446	13317	No	NA	29	8	0	Low-quality	Genome-fragment	18.37	HMM-based (lower-bound)	0.0	1.0	
contig_1447	7843	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.8	no viral genes detected; high kmer_freq may indicate large duplication
contig_1449	14114	No	NA	27	4	0	Low-quality	Genome-fragment	13.81	HMM-based (lower-bound)	0.0	1.0	
contig_145	3548	No	NA	4	1	0	Low-quality	Genome-fragment	5.4	HMM-based (lower-bound)	0.0	1.0	
contig_1450	20125	No	NA	35	5	0	Low-quality	Genome-fragment	22.21	HMM-based (lower-bound)	0.0	1.0	
contig_1451	33486	No	NA	66	13	1	High-quality	High-quality	97.42	AAI-based (medium-confidence)	0.0	1.0	
contig_1452	2840	No	NA	7	1	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0.0	1.0	
contig_1453	19525	No	NA	28	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1454	9115	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1455	13324	No	NA	34	8	0	Low-quality	Genome-fragment	36.53	AAI-based (high-confidence)	0.0	1.0	
contig_1456	38967	No	NA	77	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_1457	15800	No	NA	29	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1458	12639	No	NA	22	4	0	Low-quality	Genome-fragment	16.55	HMM-based (lower-bound)	0.0	1.0	
contig_1459	15486	No	NA	23	1	0	High-quality	High-quality	96.72	AAI-based (medium-confidence)	0.0	1.0	
contig_146	3118	No	NA	5	1	0	Low-quality	Genome-fragment	1.58	HMM-based (lower-bound)	0.0	1.0	
contig_1460	15850	No	NA	21	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1461	9794	No	NA	18	5	0	Low-quality	Genome-fragment	15.82	AAI-based (medium-confidence)	0.0	1.0	
contig_1462	4669	No	NA	10	4	0	Low-quality	Genome-fragment	10.82	AAI-based (medium-confidence)	0.0	1.0	
contig_1464	2539	No	NA	2	2	0	Low-quality	Genome-fragment	7.22	AAI-based (high-confidence)	0.0	1.0	
contig_1465	3148	No	NA	6	1	0	Low-quality	Genome-fragment	1.9	HMM-based (lower-bound)	0.0	1.0	
contig_1466	8744	No	NA	24	4	0	Low-quality	Genome-fragment	14.68	AAI-based (medium-confidence)	0.0	1.0	
contig_1467	14727	No	NA	36	5	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0.0	1.0	
contig_1468	5807	No	NA	13	0	0	Low-quality	Genome-fragment	5.4	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_1469	14375	No	NA	20	6	0	Medium-quality	Genome-fragment	87.96	AAI-based (medium-confidence)	0.0	1.0	
contig_147	2885	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1470	8622	No	NA	16	7	0	Low-quality	Genome-fragment	12.36	HMM-based (lower-bound)	0.0	1.0	
contig_1471	2530	No	NA	7	0	0	Low-quality	Genome-fragment	4.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_1472	30538	No	NA	50	11	0	High-quality	High-quality	92.16	AAI-based (high-confidence)	0.0	1.0	
contig_1473	32864	No	NA	41	16	0	Medium-quality	Genome-fragment	76.51	AAI-based (medium-confidence)	0.0	1.0	
contig_1474	31359	No	NA	69	12	0	High-quality	High-quality	97.1	AAI-based (medium-confidence)	0.0	1.0	
contig_1475	6511	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1476	10101	No	NA	18	2	0	Medium-quality	Genome-fragment	68.7	AAI-based (high-confidence)	0.0	1.0	
contig_1477	44251	No	NA	81	14	0	Medium-quality	Genome-fragment	77.92	HMM-based (lower-bound)	0.0	1.0	
contig_1478	9884	No	NA	17	2	0	Low-quality	Genome-fragment	13.01	HMM-based (lower-bound)	0.0	1.0	
contig_1479	16245	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_148	2681	No	NA	4	0	0	Low-quality	Genome-fragment	5.28	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_1482	36875	No	NA	65	17	0	High-quality	High-quality	96.54	AAI-based (medium-confidence)	0.0	1.0	
contig_1483	8111	No	NA	13	3	0	Low-quality	Genome-fragment	21.49	AAI-based (medium-confidence)	0.0	1.0	
contig_1484	68203	No	NA	122	39	0	Medium-quality	Genome-fragment	76.57	AAI-based (high-confidence)	0.0	1.0	
contig_1485	16835	No	NA	30	4	0	Low-quality	Genome-fragment	34.09	HMM-based (lower-bound)	0.0	1.0	
contig_1488	20921	No	NA	35	3	0	Medium-quality	Genome-fragment	58.18	AAI-based (high-confidence)	0.0	1.0	
contig_1489	2809	No	NA	4	0	0	Low-quality	Genome-fragment	6.84	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_149	3804	No	NA	6	1	0	Low-quality	Genome-fragment	2.27	HMM-based (lower-bound)	0.0	1.0	
contig_1490	2903	No	NA	7	2	0	Low-quality	Genome-fragment	8.07	AAI-based (high-confidence)	0.0	1.0	
contig_1491	21380	No	NA	45	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1492	5302	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1493	13539	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.2	no viral genes detected
contig_1494	5875	No	NA	10	5	0	Low-quality	Genome-fragment	16.21	AAI-based (high-confidence)	0.0	1.0	
contig_1495	3900	No	NA	5	2	0	Low-quality	Genome-fragment	10.58	AAI-based (high-confidence)	0.0	1.0	
contig_1496	34012	No	NA	56	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_1497	34801	No	NA	60	10	0	High-quality	High-quality	94.81	AAI-based (medium-confidence)	0.0	1.0	
contig_1498	28843	No	NA	52	14	0	Medium-quality	Genome-fragment	54.44	AAI-based (medium-confidence)	0.0	1.02	
contig_1499	27661	No	NA	65	13	0	Medium-quality	Genome-fragment	86.04	AAI-based (high-confidence)	0.0	1.0	
contig_15	2787	No	NA	8	3	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	
contig_1501	19883	No	NA	38	3	0	Low-quality	Genome-fragment	12.72	HMM-based (lower-bound)	0.0	1.0	
contig_1504	10529	No	NA	23	2	0	Low-quality	Genome-fragment	3.38	HMM-based (lower-bound)	0.0	1.0	
contig_1505	8587	No	NA	14	1	0	Low-quality	Genome-fragment	1.37	HMM-based (lower-bound)	0.0	1.0	
contig_1506	33842	No	NA	61	1	0	Low-quality	Genome-fragment	43.22	HMM-based (lower-bound)	0.0	1.0	
contig_1507	1147	No	NA	2	1	0	Low-quality	Genome-fragment	2.74	AAI-based (medium-confidence)	0.0	1.0	
contig_1508	3077	No	NA	5	2	0	Low-quality	Genome-fragment	20.3	AAI-based (medium-confidence)	0.0	1.0	
contig_1509	15231	No	NA	30	2	3	Low-quality	Genome-fragment	4.2	AAI-based (medium-confidence)	0.0	1.0	
contig_1510	11229	No	NA	12	7	0	Low-quality	Genome-fragment	25.93	AAI-based (high-confidence)	0.0	1.01	
contig_1515	8518	No	NA	20	3	0	Low-quality	Genome-fragment	20.94	AAI-based (medium-confidence)	0.0	1.0	
contig_1516	7431	No	NA	10	1	0	Low-quality	Genome-fragment	5.63	HMM-based (lower-bound)	0.0	1.02	
contig_1518	10929	No	NA	22	7	0	Low-quality	Genome-fragment	25.21	AAI-based (high-confidence)	0.0	1.0	
contig_1519	39859	No	NA	82	9	0	Medium-quality	Genome-fragment	76.3	AAI-based (high-confidence)	0.0	1.0	
contig_152	30797	No	NA	45	14	0	Medium-quality	Genome-fragment	77.04	AAI-based (medium-confidence)	0.0	1.0	
contig_1520	2394	No	NA	3	1	0	Low-quality	Genome-fragment	3.24	HMM-based (lower-bound)	0.0	1.0	
contig_1521	2365	No	NA	6	1	0	Low-quality	Genome-fragment	4.85	AAI-based (high-confidence)	0.0	1.0	
contig_1523	6843	No	NA	17	2	0	Low-quality	Genome-fragment	19.6	AAI-based (high-confidence)	0.0	1.0	
contig_1524	2339	No	NA	5	1	0	Low-quality	Genome-fragment	4.59	AAI-based (medium-confidence)	0.0	1.0	
contig_1525	28216	No	NA	56	6	0	Low-quality	Genome-fragment	46.69	AAI-based (high-confidence)	0.0	1.0	
contig_1527	5651	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1528	5619	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1529	14681	No	NA	34	0	0	Not-determined	Genome-fragment	NA	NA	0.0	4.99	no viral genes detected; high kmer_freq may indicate large duplication
