#seq_name	length	coverage
contig_1481	7517	2
contig_1486	4808	2
contig_1414	30643	2
contig_1425	35266	2
contig_1487	18271	2
contig_1507	1147	5
contig_1513	7155	2
contig_1500	34775	1
contig_1524	2339	8
contig_1488	20921	5
contig_1496	34012	4
contig_1463	38272	2
contig_1530	4975	1
contig_1511	34499	2
contig_1503	33028	2
contig_1523	6843	7
contig_1534	12897	1
contig_1526	31625	1
contig_1541	9074	2
contig_1522	35037	2
contig_1517	36082	1
contig_1531	32236	1
contig_1548	31464	1
contig_1540	38588	2
contig_1538	34011	2
contig_1546	38963	3
