#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1156	10038	3	N	N	1	*	*,1156,*
contig_122	9998	3	N	N	1	*	*,122,*
contig_63	9984	4	N	N	1	*	*,63,*
contig_1379	9923	5	N	N	1	*	*,1379,*
contig_819	9922	3	N	N	1	*	*,819,*
contig_1478	9884	5	N	N	1	*	*,1478,*
contig_392	9872	3	N	N	1	*	*,392,*
contig_1065	9822	8	N	N	2	*	*,1065,*
contig_1461	9794	4	N	N	1	*	*,1461,*
contig_420	9728	5	N	N	1	*	*,420,*
contig_583	9643	3	N	N	1	*	*,583,*
contig_749	9613	4	N	N	1	*	*,749,*
contig_928	9611	3	N	N	1	*	*,928,*
contig_1429	9609	3	N	N	1	*	*,1429,*
contig_1320	9585	3	N	N	1	*	*,1320,*
contig_463	9572	4	N	N	1	*	*,463,*
contig_1221	9555	4	N	N	1	*	*,1221,*
contig_1228	9552	5	N	N	1	*	*,1228,*
contig_540	9524	4	N	N	1	*	*,540,*
contig_250	9488	5	N	N	1	*	*,250,*
contig_1015	9475	10	N	N	1	*	*,1015,*
contig_898	9404	15	N	N	2	*	*,898,*
contig_345	9365	4	N	N	1	*	*,345,*
contig_170	9363	3	N	N	1	*	*,170,*
contig_254	9318	3	N	N	1	*	*,254,*
contig_797	9288	3	N	N	1	*	*,797,*
contig_1350	9250	17	N	N	4	*	*,1350,*
contig_735	9170	3	N	N	1	*	*,735,*
contig_41	9161	10	N	Y	2	400	*,41,*
contig_1454	9115	4	N	N	1	*	*,1454,*
contig_1086	9069	4	N	N	1	*	*,1086,*
contig_896	9069	5	N	N	1	*	*,896,*
contig_82	8994	9	N	N	1	*	*,82,87,88,88,*
contig_1315	8990	4	N	N	1	*	*,1315,*
contig_1402	8989	4	N	Y	1	674	*,1402,*
contig_243	8981	3	N	N	1	*	*,243,*
contig_394	8946	4	N	N	1	*	*,394,*
contig_672	8944	3	N	Y	1	*	*,672
contig_836	8880	4	N	N	1	*	*,836,*
contig_559	8868	3	N	N	1	*	*,559,*
contig_787	8867	4	N	N	1	*	*,787,*
contig_1430	8840	7	N	N	1	*	*,1430,*
contig_726	8800	6	N	N	1	*	*,726,*
contig_1141	8793	9	N	N	2	*	*,1141,*
contig_1466	8744	3	N	N	1	*	*,1466,*
contig_849	8706	4	N	N	1	*	*,849,*
contig_807	8701	5	N	N	1	*	*,807,*
contig_814	8684	3	N	N	1	*	*,814,*
contig_827	8671	3	N	N	1	*	*,827,*
contig_850	8647	5	N	N	1	*	*,850,*
contig_1470	8622	7	N	N	1	*	*,1470,*
contig_530	8617	3	N	N	1	*	*,530,*
contig_1505	8587	5	Y	N	1	*	1505
contig_600	8578	3	N	Y	1	*	*,600,*
contig_1140	8555	10	N	N	2	*	*,1140,*
contig_1515	8518	5	N	N	1	*	*,1515,*
contig_636	8514	5	N	N	1	*	*,636,*
contig_547	8426	12	N	N	2	*	*,547,*
contig_1421	8425	3	N	N	1	*	*,1421,*
contig_347	8386	5	N	N	1	*	*,347,*
contig_65	8311	19	N	N	3	*	*,65,*
contig_55	8222	13	N	N	2	*	*,55,*
contig_908	8209	7	N	N	1	*	*,908,*
contig_1204	8194	11	N	N	2	*	*,1204,*
contig_890	8178	3	N	N	1	*	*,890,*
contig_39	8163	7	N	N	1	*	*,39,*
contig_1051	8144	4	N	N	1	*	*,1051,*
contig_739	8135	16	N	Y	3	570	739,*
contig_752	8119	3	N	N	1	*	*,752,*
contig_1483	8111	4	N	N	1	*	*,1483,*
contig_729	8111	5	N	N	1	*	*,729,*
contig_521	8060	6	N	N	1	*	*,521,*
contig_1022	8047	13	N	N	1	*	*,1022,*
contig_615	8044	4	N	N	1	*	*,615,*
contig_1029	8033	9	N	N	1	*	*,1029,*
contig_192	8032	4	N	N	1	*	*,192,*
contig_848	8032	4	N	N	1	*	*,848,*
contig_1110	8026	6	N	N	1	*	*,1110,*
contig_813	8021	3	N	N	1	*	*,813,*
contig_774	7991	4	N	N	1	*	*,774,*
contig_376	7958	3	N	N	1	*	*,376,*
contig_957	7907	4	N	N	1	*	*,957,*
contig_117	7851	4	N	N	1	*	*,117,*
contig_112	7845	7	N	N	1	*	*,112,*
contig_1447	7843	4	Y	N	1	*	1447
contig_457	7826	3	N	N	1	*	*,457,*
contig_1296	7781	4	N	N	1	*	*,1296,*
contig_173	7718	12	N	N	2	*	*,173,*
contig_50	7708	8	N	N	1	*	*,50,*
contig_736	7654	3	N	Y	1	570	*,736,*
contig_197	7652	5	N	N	1	*	*,197,*
contig_765	7645	3	N	N	1	*	*,765,*
contig_733	7642	6	N	N	1	*	*,733,*
contig_2	7614	7	N	N	1	*	*,2,*
contig_1371	7613	3	N	N	1	*	*,1371,*
contig_70	7600	3	N	Y	1	424	*,70
contig_851	7555	3	N	N	1	*	*,851,*
contig_1098	7500	4	N	N	1	*	*,1098,*
contig_1103	7494	3	N	N	1	*	*,1103,*
contig_119	7473	5	N	N	1	*	*,119,*
contig_1516	7431	6	Y	N	1	*	1516
contig_700	7365	4	N	N	1	*	*,700,*
contig_1144	7364	9	N	N	1	*	*,1144,*
contig_77	7353	4	N	N	1	*	*,77,*
contig_664	7347	3	N	N	1	*	*,664,*
contig_971	7326	3	N	N	1	*	*,971,*
contig_1067	7307	3	N	N	1	*	*,1067,*
contig_757	7300	3	N	N	1	*	*,757,*
contig_579	7293	3	N	N	1	*	*,579,*
contig_590	7285	3	N	N	1	*	*,590,*
contig_249	7275	3	N	N	1	*	*,249,*
contig_817	7242	5	N	N	1	*	*,817,*
contig_1553	7214	16	Y	N	3	*	1553
contig_1011	7212	3	N	N	1	*	*,1011,*
contig_747	7163	3	N	N	1	*	*,747,*
contig_702	7153	7	N	N	1	*	*,702,*
contig_348	7144	4	N	N	1	*	*,348,*
contig_37	7144	5	N	Y	1	398	37
contig_1263	7129	4	N	N	1	*	*,1263,*
contig_49	7117	7	N	Y	2	398	49,*
contig_1532	7116	3	Y	N	1	*	1532
contig_1367	7055	7	N	N	1	*	*,1367,*
contig_529	7042	3	N	N	1	*	*,529,*
contig_805	7023	4	N	N	1	*	*,805,*
contig_806	7017	4	N	N	1	*	*,806,*
contig_981	7002	4	N	N	1	*	*,981,*
contig_71	6969	3	N	Y	1	424	71,*
contig_208	6946	5	N	N	1	*	*,208,*
contig_888	6944	6	N	N	1	*	*,888,*
contig_1036	6924	5	N	N	1	*	*,1036,*
contig_679	6880	4	N	N	1	*	*,679,*
contig_1361	6870	6	N	N	1	*	*,1361,*
contig_1523	6843	7	N	Y	1	606	1523,*
contig_1027	6838	3	N	N	1	*	*,1027,*
contig_1139	6822	12	N	N	2	*	*,1139,*
contig_1189	6813	10	N	N	2	*	*,1189,*
contig_793	6775	7	N	N	1	*	*,793,*
contig_552	6723	6	N	N	1	*	*,552,*
contig_68	6717	12	N	N	2	*	*,68,*
contig_1348	6704	5	N	N	1	*	*,1348,*
contig_13	6690	7	N	N	1	*	*,13,*
contig_950	6670	5	N	N	1	*	*,950,*
contig_403	6661	3	N	N	1	*	*,403,*
contig_677	6655	10	N	N	2	*	*,677,*
contig_64	6623	8	N	Y	1	404	*,64,*
contig_436	6617	3	N	N	1	*	*,436,*
contig_638	6603	3	N	N	1	*	*,638,*
contig_919	6596	22	N	Y	4	606	919
contig_503	6583	4	N	Y	1	512	*,503,*
contig_992	6558	3	N	N	1	*	*,992,*
contig_1556	6539	12	N	N	2	*	*,1556,*
contig_1537	6515	4	N	N	1	*	*,1537,*
contig_1475	6511	3	N	N	1	*	*,1475,*
contig_786	6500	3	N	N	1	*	*,786,*
contig_1129	6485	3	N	N	1	*	*,1129,*
contig_415	6419	4	N	Y	1	466	*,415,*
contig_113	6409	22	N	Y	4	412	*,113,*
contig_1061	6389	4	N	Y	1	626	*,1061,*
contig_125	6372	5	N	Y	1	414	*,125,*
contig_562	6358	18	N	N	3	*	*,562,*
contig_387	6339	3	N	N	1	*	*,387,*
contig_51	6316	11	N	N	2	*	*,51,*
contig_1196	6269	3	N	N	1	*	*,1196,*
contig_1285	6258	4	N	N	1	*	*,1285,*
contig_1102	6228	4	N	N	1	*	*,1102,*
contig_538	6187	4	N	Y	1	530	*,538,*
contig_792	6179	4	N	N	1	*	*,792,*
contig_204	6133	3	N	Y	1	442	*,204,*
contig_1114	6123	3	N	N	1	*	*,1114,*
contig_1176	6117	5	N	N	1	*	*,1176,*
contig_79	6072	5	N	N	1	*	*,79,*
contig_233	6071	3	N	N	1	*	36,233,238,239,240,*
contig_663	6040	3	N	N	1	*	*,663,*
contig_134	6006	3	N	Y	1	418	134,*
contig_445	5999	4	N	N	1	*	*,445,*
contig_1419	5987	4	N	N	1	*	*,1419,*
contig_1560	5911	20	Y	N	3	*	1560
contig_214	5905	3	N	N	1	*	*,214,*
contig_781	5881	5	N	N	1	*	*,781,*
contig_1494	5875	17	N	N	3	*	*,1494,*
contig_1468	5807	5	N	N	1	*	*,1468,*
contig_1319	5719	4	N	N	1	*	*,1319,*
contig_1395	5709	6	N	N	1	*	*,1395,*
contig_1017	5706	5	N	N	1	*	*,1014,1017,*
contig_1440	5680	5	N	N	1	*	*,1440,*
contig_1250	5671	4	N	N	1	*	*,1250,*
contig_455	5671	4	N	N	1	*	*,455,*
contig_808	5662	5	N	N	1	*	*,808,*
contig_1527	5651	4	Y	N	1	*	1527
contig_1335	5650	7	N	N	1	*	*,1335,*
contig_1528	5619	6	Y	N	1	*	1528
contig_1016	5614	3	N	N	1	*	*,1014,1016,*
contig_1270	5605	16	N	N	3	*	*,1270,*
contig_69	5598	6	N	N	1	*	*,69,*
contig_1368	5506	3	N	N	1	*	*,1368,*
contig_833	5476	3	N	N	1	*	*,833,*
contig_1299	5459	5	N	N	1	*	*,1299,*
contig_782	5438	6	N	N	1	*	*,782,*
contig_874	5437	6	N	Y	1	590	*,874,*
contig_1383	5387	3	N	N	1	*	*,1383,*
contig_1332	5371	4	N	N	1	*	*,1332,*
contig_1557	5365	13	Y	N	2	*	1557
contig_963	5355	11	N	N	2	*	*,963,*
contig_281	5354	3	N	N	1	*	*,281,*
contig_1357	5349	5	N	N	1	*	*,1357,*
contig_1012	5344	5	N	N	1	*	*,1012,*
contig_706	5336	4	N	N	1	*	*,706,*
contig_237	5328	11	N	N	1	*	36,237,240,*
contig_1492	5302	8	Y	N	1	*	1492
contig_396	5282	4	N	N	1	*	*,396,*
contig_864	5276	8	N	N	1	*	*,864,*
contig_1146	5265	4	N	N	1	*	*,1146,*
contig_607	5238	3	N	N	1	*	*,607,*
contig_236	5228	16	N	N	3	*	36,236,239,240,*
contig_252	5217	7	N	N	1	*	*,252,*
contig_353	5214	11	N	N	2	*	*,353,*
contig_1345	5187	3	N	N	1	*	*,1345,*
contig_887	5186	3	N	N	1	*	*,887,*
contig_62	5181	3	N	N	1	*	*,62,*
contig_235	5153	4	N	N	1	*	36,235,239,240,*
contig_796	5145	3	N	N	1	*	*,796,*
contig_1066	5137	8	N	N	1	*	*,1066,*
contig_1241	5123	4	N	N	1	*	*,1241,*
contig_1418	5117	8	N	N	1	*	*,1418,*
contig_234	5091	4	N	N	1	*	36,234,238,239,240,*
contig_714	5076	6	N	N	1	*	*,714,*
contig_724	5064	13	N	N	3	*	*,724,*
contig_198	4994	3	N	N	1	*	*,198,*
contig_456	4964	4	N	N	1	*	*,456,*
contig_617	4931	3	N	Y	1	538	*,617,*
contig_1050	4930	4	N	N	1	*	*,1050,*
contig_941	4916	4	N	N	1	*	*,941,*
contig_987	4914	3	N	N	1	*	*,987,*
contig_439	4912	5	N	N	1	*	*,439,*
contig_489	4881	3	N	N	1	*	*,489,*
contig_418	4856	6	N	N	1	*	*,418,*
contig_855	4853	5	N	N	1	*	*,855,*
contig_220	4852	3	N	N	1	*	*,220,*
contig_1106	4836	21	N	N	3	*	*,1106,*
contig_1355	4834	5	N	N	1	*	*,1355,*
contig_609	4809	5	N	N	1	*	*,609,*
contig_1253	4788	22	N	N	4	*	*,1253,*
contig_1117	4765	6	N	N	1	*	*,1117,*
contig_616	4746	6	N	N	1	*	*,616,*
contig_665	4746	3	N	N	1	*	*,665,*
contig_486	4717	14	N	N	3	*	*,486,*
contig_882	4700	3	N	Y	1	598	*,882
contig_14	4698	7	N	N	1	*	*,14,*
contig_354	4690	3	N	N	1	*	*,354,*
contig_1462	4669	5	N	N	1	*	*,1462,*
contig_404	4650	7	N	N	1	*	*,404,*
contig_709	4643	4	N	N	1	*	*,709,*
contig_732	4636	6	N	N	1	*	*,732,*
contig_299	4634	5	N	Y	1	*	299,*
contig_1105	4625	11	N	N	2	*	*,1105,*
contig_1145	4604	6	N	N	1	*	*,1145,*
contig_589	4595	5	N	N	1	*	*,589,*
contig_830	4584	3	N	N	1	*	*,830,*
contig_226	4565	5	N	N	1	*	*,226,*
contig_707	4530	18	N	N	3	*	*,707,*
contig_1172	4490	3	N	N	1	*	*,1172,*
contig_1035	4478	4	N	N	1	*	*,1035,*
contig_263	4455	3	N	N	1	*	*,263,*
contig_588	4451	4	N	N	1	*	*,588,*
contig_59	4425	7	N	N	1	*	*,59,*
contig_625	4424	5	N	Y	1	544	*,625,*
contig_1193	4417	37	N	N	7	*	*,1193,*
contig_578	4407	5	N	N	1	*	*,578,*
contig_640	4378	5	N	N	1	*	*,640,*
contig_505	4351	5	N	N	1	*	*,505,*
contig_580	4331	7	N	N	1	*	*,580,*
contig_772	4326	3	N	Y	1	150	*,772,*
contig_1222	4307	5	N	N	1	*	*,1222,*
contig_53	4292	12	N	N	2	*	*,53,*
contig_1434	4271	10	N	N	2	*	*,1434,*
contig_1381	4261	3	N	N	1	*	*,1381,*
contig_629	4244	3	N	N	1	*	*,629,*
contig_1137	4224	7	N	N	1	*	*,1137,*
contig_1130	4205	4	N	N	1	*	*,1130,*
contig_985	4183	4	N	N	1	*	*,985,*
contig_328	4180	6	N	N	1	*	*,328,*
contig_1306	4174	3	N	N	1	*	*,1306,*
contig_666	4171	19	N	N	3	*	*,666,*
contig_1197	4158	7	N	N	1	*	*,1197,*
contig_255	4157	3	N	N	1	*	*,255,*
contig_1347	4142	3	N	N	1	*	*,1347,*
contig_223	4122	7	N	N	1	*	*,223,*
contig_1279	4100	9	N	N	1	*	*,1279,*
contig_1431	4097	6	N	N	1	*	*,1431,*
contig_1295	4079	5	N	N	1	*	*,1295,*
contig_1208	4058	5	N	N	1	*	*,1208,*
contig_295	3987	5	N	N	1	*	*,295,*
contig_639	3965	4	N	N	1	*	*,639,*
contig_115	3964	5	N	Y	1	412	*,115
contig_1269	3951	22	N	N	4	*	*,1269,*
contig_842	3941	15	N	N	2	*	*,842,*
contig_1397	3934	8	N	N	1	*	*,1397,*
contig_802	3927	5	N	Y	1	582	*,802,*
contig_1495	3900	31	N	N	6	*	*,1495,*
contig_832	3827	8	N	N	2	*	*,832,*
contig_818	3807	5	N	N	1	*	*,818,*
contig_149	3804	14	N	N	2	*	*,149,*
contig_1190	3799	5	N	Y	1	648	*,1190,*
contig_1346	3795	29	N	N	5	*	*,1346,*
contig_85	3780	4	N	Y	1	408	*,85,*
contig_203	3778	3	N	Y	1	442	*,203,*
contig_330	3759	6	N	N	1	*	*,330,*
contig_948	3708	10	N	N	2	*	*,948,*
contig_1056	3659	3	N	N	1	*	*,1056,*
contig_1380	3640	4	N	N	1	*	*,1380,*
contig_61	3640	19	N	N	3	*	*,61,*
contig_1267	3627	3	N	N	1	*	*,1267,*
contig_294	3609	9	N	N	1	*	*,294,*
contig_1310	3604	14	N	N	2	*	*,1310,*
contig_1403	3598	3	N	Y	1	676	*,1403,*
contig_470	3598	4	N	N	1	*	*,470,*
contig_351	3579	7	N	N	1	*	*,351,*
contig_1209	3559	3	N	N	1	*	*,1209,*
contig_145	3548	31	N	N	6	*	*,145,*
contig_1436	3531	11	N	N	2	*	*,1436,*
contig_1244	3520	5	N	N	1	*	*,1244,*
contig_1427	3497	3	N	N	1	*	*,1427,-1428
contig_1047	3494	12	N	N	2	*	*,1047,*
contig_800	3494	3	N	N	1	*	*,800,*
contig_306	3484	6	N	Y	1	468	*,306
contig_1399	3456	3	N	N	1	*	*,1399,*
contig_312	3447	3	N	Y	1	472	*,312,*
contig_980	3439	4	N	N	1	*	*,980,*
contig_356	3425	12	N	Y	2	484	*,356
contig_1227	3416	14	N	N	2	*	*,1227,*
contig_1142	3414	4	N	N	1	*	*,1142,*
contig_1013	3407	4	N	N	1	*	*,1013,*
contig_947	3359	5	N	N	1	*	*,947,*
contig_1200	3318	6	N	N	1	*	*,1200,*
contig_47	3318	3	N	Y	1	398	47
contig_1045	3312	5	N	N	1	*	*,1045,*
contig_52	3310	3	N	N	1	*	*,52,*
contig_687	3304	8	N	N	1	*	*,687,*
contig_1194	3296	125	N	N	24	*	*,1194,*
contig_1365	3294	4	N	N	1	*	*,1365,*
contig_427	3275	4	N	N	1	*	*,427,*
contig_541	3274	5	N	Y	1	532	*,541,*
contig_1195	3262	18	N	N	3	*	*,1195,*
contig_332	3247	49	N	N	9	*	*,332,*
contig_1220	3240	6	N	N	1	*	*,1220,*
contig_655	3240	7	N	N	1	*	*,655,*
contig_17	3234	6	N	N	1	*	*,17,*
contig_1158	3212	8	N	N	2	*	*,1158,*
contig_472	3208	9	N	N	1	*	*,472,*
contig_976	3192	3	N	N	1	*	*,976,*
contig_333	3191	20	N	N	4	*	*,333,*
contig_374	3176	5	N	N	1	*	*,374,*
contig_771	3173	3	N	N	1	*	*,771,*
contig_1135	3167	5	N	N	1	*	*,1135,*
contig_372	3163	5	N	N	1	*	*,372,*
contig_606	3150	11	N	N	2	*	*,606,*
contig_1465	3148	6	N	N	1	*	*,1465,*
contig_146	3118	8	N	N	1	*	*,146,*
contig_1192	3111	3	N	N	1	*	*,1192,*
contig_219	3090	3	N	N	1	*	*,219,*
contig_1508	3077	6	N	N	1	*	*,1508,*
contig_581	3075	11	N	N	2	*	*,581,*
contig_548	3070	3	N	N	1	*	*,548,*
contig_753	3068	4	N	N	1	*	*,753,*
contig_221	3061	3	N	N	1	*	*,221,*
contig_287	3045	5	N	N	1	*	*,287,*
contig_1152	3042	4	N	N	1	*	*,1152,*
contig_756	3030	3	N	N	1	*	*,756,*
contig_1143	3012	4	N	N	1	*	*,1143,*
contig_1292	2994	3	N	N	1	*	*,1292,*
contig_19	2987	3	N	N	1	*	*,19,*
contig_748	2984	3	N	N	1	*	*,748,*
contig_571	2968	5	N	N	1	*	*,571,*
contig_1352	2947	6	N	N	1	*	*,1352,*
contig_889	2947	7	N	N	1	*	*,889,*
contig_1370	2943	7	N	N	1	*	*,1370,*
contig_136	2942	3	N	N	1	*	*,136,*
contig_1490	2903	6	N	N	1	*	*,1490,*
contig_147	2885	8	N	N	1	*	*,147,*
contig_857	2885	7	N	N	1	*	*,857,*
contig_1219	2884	7	N	N	1	*	*,1219,*
contig_1411	2881	7	N	N	1	*	*,1411,*
contig_561	2877	4	N	N	1	*	*,561,*
contig_635	2870	4	N	N	1	*	*,635,*
contig_8	2861	4	N	Y	1	680	8
contig_634	2854	3	N	N	1	*	*,634,*
contig_1030	2846	3	N	N	1	*	*,1030,*
contig_565	2844	87	N	N	17	*	*,565,*
contig_1452	2840	5	N	N	1	*	*,1452,*
contig_131	2821	5	N	N	1	*	*,131,*
contig_715	2813	4	N	N	1	*	*,715,*
contig_1489	2809	7	N	N	1	*	*,1489,*
contig_484	2803	3	N	N	1	*	*,484,*
contig_335	2795	114	N	N	22	*	*,335,*
contig_15	2787	10	N	N	1	*	*,15,*
contig_165	2769	7	N	N	1	*	*,165,*
contig_1100	2768	3	N	N	1	*	*,1100,*
contig_1070	2758	7	N	Y	1	628	*,1070,*
contig_834	2756	3	N	N	1	*	*,834,*
contig_949	2751	31	N	N	5	*	*,949,*
contig_31	2748	5	N	Y	1	398	31
contig_1409	2740	4	N	N	1	*	*,1409,*
contig_944	2735	5	N	N	1	*	*,944,*
contig_1211	2733	3	N	N	1	*	*,1211,*
contig_906	2732	19	N	N	3	*	*,906,*
contig_116	2724	6	N	N	1	*	*,116,*
contig_678	2724	4	N	N	1	*	*,678,*
contig_1362	2721	8	N	N	1	*	*,1362,*
contig_166	2713	5	N	N	1	*	*,166,*
contig_1426	2711	6	N	N	1	*	*,1426,*
contig_575	2695	8	N	N	1	*	*,575,*
contig_1023	2687	3	N	N	1	*	*,1023,*
contig_1224	2683	4	N	N	1	*	*,1224,*
contig_148	2681	8	N	N	1	*	*,148,*
contig_1005	2675	6	N	N	1	*	*,1005,*
contig_440	2672	9	N	N	1	*	*,440,*
contig_688	2656	28	N	N	5	*	*,688,*
contig_1535	2652	6	N	N	1	*	*,1535,*
contig_419	2650	8	N	N	2	*	*,419,*
contig_1338	2648	3	N	Y	1	664	*,1338,*
contig_1009	2645	5	N	N	1	*	*,1009,*
contig_798	2638	6	N	N	1	*	*,798,*
contig_518	2630	4	N	N	1	*	*,518,*
contig_970	2617	3	N	N	1	*	*,970,*
contig_1133	2613	5	N	N	1	*	*,1133,*
contig_510	2613	7	N	Y	1	516	*,510,*
contig_1132	2610	3	N	N	1	*	*,1132,*
contig_892	2610	3	N	Y	1	600	*,892,*
contig_586	2609	5	N	N	1	*	*,586,*
contig_884	2607	3	N	Y	1	598	884
contig_336	2588	13	N	N	2	*	*,336,*
contig_859	2582	8	N	N	1	*	*,859,*
contig_657	2576	14	N	N	2	*	*,657,*
contig_1	2568	5	N	N	1	*	*,1,*
contig_544	2546	8	N	N	1	*	*,544,*
contig_988	2542	5	N	N	1	*	*,988,*
contig_1464	2539	14	N	N	2	*	*,1464,*
contig_1471	2530	6	N	N	1	*	*,1471,*
contig_1171	2522	7	N	N	1	*	*,1171,*
contig_251	2500	5	N	N	1	*	*,251,*
contig_1406	2499	3	N	N	1	*	*,1406,*
contig_4	2497	8	N	N	1	*	*,4,*
contig_1264	2496	4	N	N	1	*	*,1264,*
contig_879	2496	5	N	N	1	*	*,879,*
contig_1364	2495	7	N	N	1	*	*,1364,*
contig_711	2476	3	N	Y	1	566	*,711,*
contig_730	2456	6	N	N	1	*	*,730,*
contig_927	2448	8	N	N	1	*	*,927,*
contig_1182	2446	9	N	Y	1	646	*,1182,*
contig_723	2420	3	N	N	1	*	*,723,*
contig_1520	2394	15	N	N	2	*	*,1520,*
contig_121	2392	6	N	N	1	*	*,121,*
contig_1113	2391	4	N	N	1	*	*,1113,*
contig_448	2389	3	N	N	1	*	*,448,*
contig_1389	2382	3	N	N	1	*	*,1389,*
contig_411	2377	5	N	N	1	*	*,411,*
contig_1334	2373	3	N	N	1	*	*,1334,*
contig_956	2369	5	N	N	1	*	*,956,*
contig_967	2367	3	N	N	1	*	*,967,*
contig_1521	2365	19	N	N	3	*	*,1521,*
contig_1294	2360	6	N	N	1	*	*,1294,*
contig_1041	2357	4	N	N	1	*	*,1041,*
contig_1085	2357	9	N	N	1	*	*,1085,*
contig_592	2352	3	N	N	1	*	*,592,*
contig_1410	2351	5	N	N	1	*	*,1410,*
contig_34	2340	10	N	Y	1	398	34
contig_1524	2339	8	N	Y	1	606	1524
contig_482	2339	3	N	N	1	*	*,482,*
contig_554	2339	6	N	N	1	*	*,554,*
contig_762	2338	20	N	N	4	*	*,762,*
contig_242	2335	28	N	N	4	*	*,242,*
contig_1187	2323	3	N	Y	1	644	*,1187,*
contig_1286	2321	4	N	N	1	*	*,1286,*
contig_761	2318	7	N	N	1	*	*,761,*
contig_750	2317	4	N	N	1	*	*,750,*
contig_1004	2316	3	N	N	1	*	*,1004,*
contig_1049	2310	3	N	N	1	*	*,1049,*
contig_1063	2306	3	N	N	1	*	*,1063,*
contig_1025	2302	3	N	N	1	*	*,1025,*
contig_1392	2301	3	N	N	1	*	*,1392,*
contig_604	2291	3	N	N	1	*	*,604,*
contig_500	2260	6	N	N	1	*	*,500,*
contig_1278	2245	14	N	N	3	*	*,1278,*
contig_471	2242	5	N	N	1	*	*,471,*
contig_1068	2239	3	N	N	1	*	*,1068,*
contig_697	2236	3	N	N	1	*	*,697,*
contig_1147	2235	3	N	N	1	*	*,1147,*
contig_626	2233	4	N	N	1	*	*,626,*
contig_1008	2228	7	N	N	1	*	*,1008,*
contig_30	2187	4	N	Y	1	398	30
contig_991	2181	4	N	N	1	*	*,991,*
contig_783	2175	3	N	N	1	*	*,783,*
contig_164	2125	6	N	N	1	*	*,164,*
contig_754	2125	3	N	N	1	*	*,754,*
contig_349	2120	5	N	N	1	*	*,349,*
contig_905	2104	9	N	N	1	*	*,905,*
contig_1179	2082	10	N	Y	1	694	*,1179
contig_218	2069	8	N	Y	1	446	*,218
contig_585	2064	3	N	N	1	*	*,585,*
contig_282	2053	3	N	N	1	*	*,282,*
contig_1077	2046	3	N	Y	1	606	1077,*
contig_784	2029	5	N	N	1	*	*,784,*
contig_227	2015	11	N	N	2	*	*,227,*
contig_228	2013	4	N	N	1	*	*,228,*
contig_912	1969	8	N	Y	1	606	912
contig_450	1967	24	N	N	4	*	*,450,*
contig_28	1850	18	N	Y	3	398	28
contig_1003	1842	8	N	N	1	*	*,1003,*
contig_211	1816	4	N	Y	1	444	*,211,*
contig_29	1797	24	N	Y	5	398	29
contig_527	1751	3	N	N	1	*	*,527,*
contig_1002	1736	8	N	N	1	*	*,1002,*
contig_845	1698	15	N	N	3	*	*,846,845,847,*
contig_1251	1683	11	N	N	1	*	*,1251,*
contig_441	1678	3	N	N	1	*	*,441,*
contig_968	1669	11	N	N	1	*	*,968,*
contig_829	1666	11	N	N	1	*	*,829,*
contig_334	1665	20	N	N	3	*	*,334,*
contig_201	1654	3	N	N	1	*	*,201,*
contig_526	1645	8	N	N	1	*	*,526,*
contig_725	1627	3	N	N	1	*	*,725,*
contig_224	1625	4	N	N	1	*	*,224,*
contig_167	1620	4	N	N	1	*	*,167,*
contig_712	1613	6	N	N	1	*	*,712,*
contig_423	1612	4	N	Y	1	498	*,423,*
contig_458	1542	6	N	N	1	*	*,458,*
contig_210	1521	7	N	Y	1	444	*,210,*
contig_107	1520	12	N	N	2	*	*,107,*
contig_1203	1516	5	N	Y	1	606	1203
contig_452	1464	4	N	N	1	*	*,452,*
contig_402	1452	39	N	N	6	*	*,402,*
contig_230	1436	5	N	Y	1	398	230
contig_843	1422	6	N	N	1	*	*,843,*
contig_1213	1416	31	N	N	5	*	*,1213,*
contig_877	1406	14	N	Y	2	596	*,877,*
contig_1202	1403	7	N	Y	1	606	1202
contig_841	1398	7	N	N	1	*	*,841,*
contig_821	1375	5	N	N	1	*	*,821,*
contig_350	1372	9	N	N	1	*	*,350,*
contig_494	1350	3	N	Y	1	508	*,494,*
contig_564	1348	7	N	Y	1	412	564,*
contig_444	1337	7	N	N	1	*	*,444,*
contig_3	1333	3	N	N	1	*	*,3,*
contig_467	1324	3	N	N	1	*	*,467,*
contig_872	1305	4	N	Y	1	590	*,872,*
contig_293	1295	5	N	N	1	*	*,293,*
contig_1230	1256	4	N	Y	1	630	*,1230,*
contig_1138	1247	18	N	N	3	*	*,1138,*
contig_163	1238	10	N	N	1	*	*,163,*
contig_999	1230	10	N	N	1	*	*,999,*
contig_1120	1227	3	N	N	1	*	*,1120,*
contig_175	1219	5	N	Y	1	428	*,175,*
contig_545	1186	3	N	N	1	*	*,545,*
contig_886	1185	4	N	Y	1	598	*,886,*
contig_459	1169	6	N	Y	1	490	459,*
contig_605	1158	6	N	N	1	*	*,605,*
contig_997	1153	8	N	N	1	*	*,997,*
contig_1507	1147	5	N	Y	1	546	*,1507,*
contig_637	1133	12	N	N	2	*	*,637,*
contig_137	1084	3	N	N	1	*	*,137,*
contig_1075	1057	4	N	N	1	*	*,1075,*
contig_809	1033	7	N	N	1	*	*,809,*
contig_810	1032	4	N	N	1	*	*,810,*
contig_329	991	15	N	N	2	*	*,329,*
contig_738	983	5	N	Y	1	570	*,738,*
