idx1	idx2	id1	id2	tani	gani	ani	cov	num_alns	len_ratio
124	140	contig_921	contig_246	0.204726	0.198283	0.742417	0.267078	98	1.066331
140	124	contig_246	contig_921	0.204726	0.211597	0.731802	0.289145	102	0.937795
124	143	contig_921	contig_268	0.124238	0.121207	0.694012	0.174646	74	1.082025
143	124	contig_268	contig_921	0.124238	0.127518	0.703664	0.181221	78	0.924193
124	282	contig_921	contig_591	0.095619	0.090225	0.703678	0.128219	41	1.954511
282	124	contig_591	contig_921	0.095619	0.106162	0.814597	0.130324	16	0.511637
124	642	contig_921	contig_1110	0.156775	0.124169	0.679795	0.182656	68	4.122103
642	124	contig_1110	contig_921	0.156775	0.291179	0.764475	0.380887	25	0.242595
124	697	contig_921	contig_1523	0.146067	0.120451	0.718277	0.167694	79	4.834722
697	124	contig_1523	contig_921	0.146067	0.269911	0.885002	0.304983	19	0.206837
124	712	contig_921	contig_919	0.122077	0.104492	0.694177	0.150526	72	5.015767
712	124	contig_919	contig_921	0.122077	0.210279	0.870138	0.241662	11	0.199371
124	962	contig_921	contig_1070	0.134228	0.098477	0.710888	0.138526	50	11.995649
962	124	contig_1070	contig_921	0.134228	0.563089	0.885910	0.635606	11	0.083364
124	1065	contig_921	contig_1077	0.140364	0.093066	0.768405	0.121116	36	16.170088
1065	124	contig_1077	contig_921	0.140364	0.905181	0.928321	0.975073	5	0.061843
124	1069	contig_921	contig_912	0.047414	0.044070	0.620162	0.071062	41	16.802438
1069	124	contig_912	contig_921	0.047414	0.103606	0.718310	0.144236	7	0.059515
124	1093	contig_921	contig_1203	0.050665	0.042226	0.620062	0.068099	28	21.823219
1093	124	contig_1203	contig_921	0.050665	0.234828	0.876847	0.267810	4	0.045823
124	1100	contig_921	contig_1202	0.092180	0.055888	0.797670	0.070064	15	23.580898
1100	124	contig_1202	contig_921	0.092180	0.947969	0.948645	0.999287	2	0.042407
124	1125	contig_921	contig_1075	0.068539	0.061208	0.604297	0.101288	43	31.299905
1125	124	contig_1075	contig_921	0.068539	0.298013	0.795455	0.374645	7	0.031949
124	1131	contig_921	contig_918	0.020221	0.015536	0.635352	0.024453	11	39.338882
1131	124	contig_918	contig_921	0.020221	0.204518	0.847291	0.241379	3	0.025420
124	1138	contig_921	contig_920	0.042441	0.026357	0.799267	0.032977	10	56.457338
1138	124	contig_920	contig_921	0.042441	0.950512	0.950512	1.000000	1	0.017712
125	129	contig_1322	contig_1262	0.084073	0.088111	0.725883	0.121384	63	1.006367
129	125	contig_1262	contig_1322	0.084073	0.080010	0.716557	0.111659	51	0.993674
126	854	contig_1473	contig_1295	0.053461	0.050755	0.628012	0.080818	47	8.056877
854	126	contig_1295	contig_1473	0.053461	0.075264	0.682222	0.110321	8	0.124118
126	1079	contig_1473	contig_441	0.029992	0.018561	0.674779	0.027507	13	19.585221
1079	126	contig_441	contig_1473	0.029992	0.253874	0.706468	0.359356	8	0.051059
127	143	contig_23	contig_268	0.076990	0.069365	0.671787	0.103255	56	1.072181
143	127	contig_268	contig_23	0.076990	0.085165	0.646154	0.131803	68	0.932679
127	189	contig_23	contig_24	0.221403	0.204893	0.822054	0.249245	61	1.290873
189	127	contig_24	contig_23	0.221403	0.242715	0.854450	0.284060	46	0.774670
127	434	contig_23	contig_1161	0.069125	0.063844	0.604564	0.105604	54	2.442301
434	127	contig_1161	contig_23	0.069125	0.082023	0.652251	0.125754	27	0.409450
128	212	contig_1378	contig_705	0.043398	0.040472	0.588889	0.068725	37	1.439267
212	128	contig_705	contig_1378	0.043398	0.047611	0.638185	0.074603	32	0.694798
128	474	contig_1378	contig_38	0.024417	0.020618	0.655340	0.031461	17	2.641520
474	128	contig_38	contig_1378	0.024417	0.034452	0.668232	0.051557	10	0.378570
129	489	contig_1262	contig_1164	0.044953	0.044963	0.594496	0.075633	43	2.713088
489	129	contig_1164	contig_1262	0.044953	0.044926	0.632009	0.071085	14	0.368584
130	308	contig_174	contig_504	0.307779	0.244131	0.772127	0.316180	59	2.030088
308	130	contig_504	contig_174	0.307779	0.436990	0.813616	0.537096	51	0.492590
131	235	contig_598	contig_599	0.366549	0.305114	0.871453	0.350121	47	1.554593
235	131	contig_599	contig_598	0.366549	0.462057	0.899064	0.513931	40	0.643255
131	618	contig_598	contig_600	0.298748	0.198229	0.844187	0.234817	27	3.766146
618	131	contig_600	contig_598	0.298748	0.677314	0.884996	0.765330	28	0.265523
131	811	contig_598	contig_882	0.166757	0.102705	0.866998	0.118461	18	6.873617
811	131	contig_882	contig_598	0.166757	0.607021	0.940963	0.645106	6	0.145484
131	1118	contig_598	contig_886	0.007106	0.003931	0.613527	0.006407	4	27.262447
1118	131	contig_886	contig_598	0.007106	0.093671	0.744966	0.125738	3	0.036680
134	142	contig_74	contig_152	0.051434	0.050869	0.682814	0.074499	28	1.034711
142	134	contig_152	contig_74	0.051434	0.052018	0.696219	0.074715	31	0.966453
134	691	contig_74	contig_71	0.037852	0.023128	0.700570	0.033013	11	4.572536
691	134	contig_71	contig_74	0.037852	0.105180	0.706847	0.148802	7	0.218697
135	712	contig_1542	contig_919	0.070883	0.072507	0.604731	0.119899	70	4.811249
712	135	contig_919	contig_1542	0.070883	0.063069	0.644961	0.097787	14	0.207846
135	1137	contig_1542	contig_916	0.008813	0.007216	0.585678	0.012321	6	52.454545
1137	135	contig_916	contig_1542	0.008813	0.092562	0.746667	0.123967	2	0.019064
136	165	contig_138	contig_676	0.041328	0.046086	0.597451	0.077138	42	1.109867
165	136	contig_676	contig_138	0.041328	0.036047	0.642006	0.056148	28	0.901009
136	814	contig_138	contig_1462	0.021991	0.013766	0.648729	0.021219	14	6.752624
814	136	contig_1462	contig_138	0.021991	0.077533	0.666667	0.116299	10	0.148091
139	140	contig_1111	contig_246	0.166074	0.174070	0.726053	0.239748	96	1.002095
140	139	contig_246	contig_1111	0.166074	0.158061	0.721070	0.219203	92	0.997909
139	143	contig_1111	contig_268	0.292166	0.289987	0.788112	0.367952	108	1.016843
143	139	contig_268	contig_1111	0.292166	0.294381	0.789700	0.372776	105	0.983436
139	174	contig_1111	contig_1499	0.317606	0.311344	0.774338	0.402078	107	1.124001
174	139	contig_1499	contig_1111	0.317606	0.324645	0.780395	0.416001	108	0.889679
139	542	contig_1111	contig_270	0.161184	0.135505	0.680174	0.199222	89	2.938102
542	139	contig_270	contig_1111	0.161184	0.236628	0.748356	0.316197	42	0.340356
139	642	contig_1111	contig_1110	0.217169	0.171143	0.689964	0.248046	77	3.873785
642	139	contig_1110	contig_1111	0.217169	0.395465	0.781196	0.506230	29	0.258145
139	697	contig_1111	contig_1523	0.087784	0.088836	0.614871	0.144479	74	4.543475
697	139	contig_1523	contig_1111	0.087784	0.083005	0.710000	0.116908	13	0.220096
140	143	contig_246	contig_268	0.193874	0.192226	0.721074	0.266583	110	1.014717
143	140	contig_268	contig_246	0.193874	0.195546	0.739975	0.264260	97	0.985496
140	154	contig_246	contig_105	0.201025	0.207536	0.747331	0.277703	89	1.045245
154	140	contig_105	contig_246	0.201025	0.194219	0.758054	0.256207	81	0.956714
140	174	contig_246	contig_1499	0.196091	0.190614	0.736030	0.258976	104	1.121651
174	140	contig_1499	contig_246	0.196091	0.202234	0.725739	0.278659	99	0.891543
140	282	contig_246	contig_591	0.080495	0.084026	0.666411	0.126088	49	1.832930
282	140	contig_591	contig_246	0.080495	0.074024	0.765892	0.096650	22	0.545575
140	542	contig_246	contig_270	0.132787	0.127506	0.648844	0.196513	91	2.931960
542	140	contig_270	contig_246	0.132787	0.148271	0.748926	0.197978	26	0.341069
140	571	contig_246	contig_392	0.099491	0.094469	0.647592	0.145878	67	3.142828
571	140	contig_392	contig_246	0.099491	0.115276	0.727157	0.158529	19	0.318185
140	642	contig_246	contig_1110	0.157815	0.128086	0.673674	0.190131	71	3.865687
642	140	contig_1110	contig_246	0.157815	0.272739	0.727726	0.374782	29	0.258686
140	697	contig_246	contig_1523	0.096596	0.089441	0.652941	0.136982	69	4.533976
697	140	contig_1523	contig_246	0.096596	0.129037	0.679231	0.189975	23	0.220557
140	962	contig_246	contig_1070	0.081074	0.068394	0.628927	0.108748	45	11.249456
962	140	contig_1070	contig_246	0.081074	0.223713	0.756127	0.295867	8	0.088893
141	229	contig_185	contig_186	0.124483	0.106962	0.821040	0.130276	27	1.463542
229	141	contig_186	contig_185	0.124483	0.150125	0.823453	0.182312	19	0.683274
142	341	contig_152	contig_1424	0.028964	0.024191	0.643907	0.037569	19	2.004621
341	142	contig_1424	contig_152	0.028964	0.038534	0.721951	0.053375	13	0.498847
142	660	contig_152	contig_70	0.153788	0.101081	0.826826	0.122252	25	4.052237
660	142	contig_70	contig_152	0.153788	0.367368	0.908263	0.404474	19	0.246777
142	691	contig_152	contig_71	0.130620	0.087281	0.820763	0.106342	15	4.419142
691	142	contig_71	contig_152	0.130620	0.322141	0.926155	0.347826	10	0.226288
142	1057	contig_152	contig_164	0.016767	0.010196	0.788945	0.012923	4	14.492706
1057	142	contig_164	contig_152	0.016767	0.112000	0.908397	0.123294	2	0.069000
143	174	contig_268	contig_1499	0.372598	0.355409	0.805500	0.441228	104	1.105383
174	143	contig_1499	contig_268	0.372598	0.391598	0.807936	0.484690	88	0.904664
143	189	contig_268	contig_24	0.065854	0.066425	0.630745	0.105311	58	1.203969
189	143	contig_24	contig_268	0.065854	0.065168	0.650295	0.100213	45	0.830586
143	419	contig_268	contig_274	0.235030	0.199536	0.761673	0.261970	91	2.192457
419	143	contig_274	contig_268	0.235030	0.312850	0.832316	0.375878	48	0.456109
143	542	contig_268	contig_270	0.377739	0.286107	0.819101	0.349294	73	2.889435
542	143	contig_270	contig_268	0.377739	0.642506	0.883331	0.727367	37	0.346088
143	642	contig_268	contig_1110	0.211051	0.175988	0.701382	0.250916	76	3.809619
642	143	contig_1110	contig_268	0.211051	0.344630	0.780034	0.441814	28	0.262493
143	712	contig_268	contig_919	0.081271	0.079801	0.611529	0.130495	70	4.635537
712	143	contig_919	contig_268	0.081271	0.088084	0.706813	0.124621	14	0.215725
143	1137	contig_268	contig_916	0.029890	0.016876	0.735043	0.022959	6	50.538843
1137	143	contig_916	contig_268	0.029890	0.687603	0.832000	0.826446	4	0.019787
146	156	contig_779	contig_1242	0.062185	0.066421	0.654575	0.101472	56	1.017649
156	146	contig_1242	contig_779	0.062185	0.057875	0.638258	0.090676	47	0.982657
146	554	contig_779	contig_399	0.111701	0.106878	0.645892	0.165473	82	2.922659
554	146	contig_399	contig_779	0.111701	0.125800	0.725545	0.173386	29	0.342154
147	166	contig_1184	contig_1525	0.068465	0.072284	0.677580	0.106680	49	1.065424
166	147	contig_1525	contig_1184	0.068465	0.064396	0.664351	0.096931	45	0.938594
147	292	contig_1184	contig_202	0.079041	0.072983	0.646054	0.112967	50	1.803035
292	147	contig_202	contig_1184	0.079041	0.089966	0.680272	0.132250	27	0.554620
147	638	contig_1184	contig_615	0.069464	0.055851	0.710537	0.078604	29	3.737195
638	147	contig_615	contig_1184	0.069464	0.120338	0.808013	0.148931	9	0.267580
147	700	contig_1184	contig_1189	0.227851	0.156177	0.804903	0.194032	40	4.412447
700	147	contig_1189	contig_1184	0.227851	0.544107	0.871620	0.624248	19	0.226632
147	712	contig_1184	contig_919	0.051558	0.048267	0.606099	0.079635	43	4.557611
712	147	contig_919	contig_1184	0.051558	0.066555	0.601370	0.110673	15	0.219413
147	732	contig_1184	contig_204	0.030722	0.022753	0.652672	0.034861	18	4.901679
732	147	contig_204	contig_1184	0.030722	0.069786	0.718121	0.097179	11	0.204012
147	787	contig_1184	contig_1241	0.151712	0.106746	0.789810	0.135154	37	5.868046
787	147	contig_1241	contig_1184	0.151712	0.415577	0.890050	0.466914	11	0.170414
147	867	contig_1184	contig_1190	0.240217	0.149391	0.866319	0.172444	27	7.913135
867	147	contig_1190	contig_1184	0.240217	0.958937	0.980091	0.978415	3	0.126372
147	870	contig_1184	contig_203	0.056974	0.038787	0.745048	0.052059	16	7.957120
870	147	contig_203	contig_1184	0.056974	0.201694	0.863946	0.233457	4	0.125674
147	1013	contig_1184	contig_1182	0.082810	0.052824	0.754753	0.069989	18	12.290270
1013	147	contig_1182	contig_1184	0.082810	0.451349	0.872727	0.517171	6	0.081365
147	1036	contig_1184	contig_1187	0.149699	0.093307	0.826458	0.112900	24	12.941025
1036	147	contig_1187	contig_1184	0.149699	0.879466	0.955566	0.920362	4	0.077274
147	1061	contig_1184	contig_1179	0.047629	0.029339	0.698337	0.042013	16	14.439001
1061	147	contig_1179	contig_1184	0.047629	0.311720	0.740868	0.420749	11	0.069257
149	478	contig_308	contig_305	0.158018	0.128055	0.756400	0.169295	49	2.441595
478	149	contig_305	contig_308	0.158018	0.231176	0.826302	0.279772	20	0.409568
149	720	contig_308	contig_415	0.152249	0.101684	0.828129	0.122787	24	4.672846
720	149	contig_415	contig_308	0.152249	0.388534	0.896155	0.433557	11	0.214002
149	889	contig_308	contig_306	0.201260	0.119387	0.903153	0.132189	11	8.609357
889	149	contig_306	contig_308	0.201260	0.906142	0.958409	0.945465	4	0.116153
149	891	contig_308	contig_312	0.037318	0.024771	0.715111	0.034639	12	8.701770
891	149	contig_312	contig_308	0.037318	0.146504	0.814516	0.179867	8	0.114919
150	542	contig_1558	contig_270	0.098512	0.089813	0.660123	0.136056	60	2.830372
542	150	contig_270	contig_1558	0.098512	0.123134	0.699785	0.175959	24	0.353310
150	642	contig_1558	contig_1110	0.096769	0.085840	0.633876	0.135421	56	3.731747
642	150	contig_1110	contig_1558	0.096769	0.137553	0.689139	0.199601	23	0.267971
150	700	contig_1558	contig_1189	0.048879	0.041167	0.616808	0.066742	34	4.396154
700	150	contig_1189	contig_1558	0.048879	0.082783	0.692025	0.119624	15	0.227472
150	1093	contig_1558	contig_1203	0.041218	0.032753	0.647098	0.050616	21	19.756596
1093	150	contig_1203	contig_1558	0.041218	0.208443	0.741784	0.281003	6	0.050616
152	155	contig_256	contig_1019	0.199953	0.206792	0.741679	0.278816	86	1.002393
155	152	contig_1019	contig_256	0.199953	0.193097	0.744316	0.259429	83	0.997613
152	689	contig_256	contig_806	0.028267	0.019637	0.634783	0.030935	14	4.238278
689	152	contig_806	contig_256	0.028267	0.064843	0.677083	0.095767	10	0.235945
152	1032	contig_256	contig_482	0.049627	0.029085	0.798707	0.036416	4	12.714835
1032	152	contig_482	contig_256	0.049627	0.310817	0.886585	0.350577	3	0.078648
154	500	contig_105	contig_1162	0.097056	0.092073	0.649786	0.141697	74	2.531383
500	154	contig_1162	contig_105	0.097056	0.109671	0.672946	0.162971	32	0.395041
156	465	contig_1242	contig_597	0.013019	0.009111	0.573248	0.015894	10	2.335330
465	156	contig_597	contig_1242	0.013019	0.022145	0.590336	0.037513	9	0.428205
157	165	contig_285	contig_676	0.055417	0.058758	0.687351	0.085484	35	1.035273
165	157	contig_676	contig_285	0.055417	0.051959	0.715116	0.072658	28	0.965929
157	173	contig_285	contig_120	0.067092	0.067292	0.717029	0.093849	34	1.062579
173	157	contig_120	contig_285	0.067092	0.066879	0.743672	0.089930	27	0.941106
157	196	contig_285	contig_298	0.573677	0.523105	0.933099	0.560611	28	1.199290
196	157	contig_298	contig_285	0.573677	0.634328	0.932107	0.680532	27	0.833826
157	243	contig_285	contig_1081	0.203531	0.174844	0.866678	0.201741	22	1.463717
243	157	contig_1081	contig_285	0.203531	0.245521	0.878540	0.279464	18	0.683192
157	276	contig_285	contig_966	0.130771	0.107416	0.713576	0.150532	36	1.700827
276	157	contig_966	contig_285	0.130771	0.170493	0.731332	0.233127	35	0.587949
157	316	contig_285	contig_1082	0.082180	0.068006	0.722022	0.094189	25	1.848925
316	157	contig_1082	contig_285	0.082180	0.108387	0.748914	0.144725	20	0.540855
157	367	contig_285	contig_1391	0.034505	0.026693	0.658557	0.040532	18	1.981071
367	157	contig_1391	contig_285	0.034505	0.049983	0.696714	0.071741	17	0.504777
157	584	contig_285	contig_250	0.196699	0.136557	0.739867	0.184569	32	3.099599
584	157	contig_250	contig_285	0.196699	0.383116	0.755560	0.507062	24	0.322622
157	663	contig_285	contig_1103	0.022573	0.016356	0.626302	0.026114	12	3.924339
663	157	contig_1103	contig_285	0.022573	0.046971	0.659176	0.071257	9	0.254820
157	664	contig_285	contig_119	0.081178	0.054507	0.779669	0.069911	16	3.935367
664	157	contig_119	contig_285	0.081178	0.186137	0.809662	0.229894	14	0.254106
157	818	contig_285	contig_299	0.070910	0.040260	0.892238	0.045122	8	6.346353
818	157	contig_299	contig_285	0.070910	0.265429	0.844780	0.314199	9	0.157571
157	894	contig_285	contig_1227	0.013587	0.007855	0.700000	0.011221	3	8.609192
894	157	contig_1227	contig_285	0.013587	0.062939	0.759717	0.082845	4	0.116155
157	953	contig_285	contig_1452	0.027691	0.016662	0.769231	0.021660	7	10.355282
953	157	contig_1452	contig_285	0.027691	0.141901	0.814141	0.174296	5	0.096569
157	1004	contig_285	contig_251	0.014541	0.008263	0.654987	0.012615	5	11.763600
1004	157	contig_251	contig_285	0.014541	0.088400	0.657738	0.134400	5	0.085008
157	1011	contig_285	contig_730	0.028997	0.015029	0.786477	0.019110	4	11.974349
1011	157	contig_730	contig_285	0.028997	0.196254	0.754304	0.260179	7	0.083512
157	1111	contig_285	contig_1230	0.016957	0.009521	0.835821	0.011391	4	23.414809
1111	157	contig_1230	contig_285	0.016957	0.191083	0.912548	0.209395	4	0.042708
158	316	contig_1498	contig_1082	0.043889	0.036265	0.748212	0.048469	14	1.813341
316	158	contig_1082	contig_1498	0.043889	0.057714	0.785959	0.073431	9	0.551468
158	465	contig_1498	contig_597	0.026510	0.028256	0.567154	0.049821	23	2.273071
465	158	contig_597	contig_1498	0.026510	0.022539	0.647059	0.034833	9	0.439933
158	1003	contig_1498	contig_1171	0.011669	0.006587	0.716981	0.009188	3	11.436558
1003	158	contig_1171	contig_1498	0.011669	0.069786	0.785714	0.088818	3	0.087439
161	168	contig_327	contig_1252	0.038107	0.029118	0.631619	0.046101	22	1.021043
168	161	contig_1252	contig_327	0.038107	0.047285	0.637236	0.074203	37	0.979390
161	171	contig_327	contig_546	0.177914	0.167039	0.748204	0.223253	41	1.027740
171	161	contig_546	contig_327	0.177914	0.189090	0.742471	0.254677	50	0.973009
161	180	contig_327	contig_16	0.553890	0.525666	0.854729	0.615009	60	1.080157
180	161	contig_16	contig_327	0.553890	0.584375	0.851949	0.685927	58	0.925792
161	319	contig_327	contig_1293	0.156392	0.127668	0.787312	0.162157	35	1.808869
319	161	contig_1293	contig_327	0.156392	0.208352	0.815354	0.255535	22	0.552832
161	622	contig_327	contig_547	0.136192	0.095690	0.725159	0.131957	29	3.403276
622	161	contig_547	contig_327	0.136192	0.274033	0.768130	0.356753	22	0.293835
161	638	contig_327	contig_615	0.027914	0.022946	0.727876	0.031525	10	3.564893
638	161	contig_615	contig_327	0.027914	0.045624	0.877990	0.051964	1	0.280513
161	744	contig_327	contig_1494	0.125177	0.079962	0.711891	0.112324	28	4.881021
744	161	contig_1494	contig_327	0.125177	0.345872	0.779739	0.443574	17	0.204875
161	757	contig_327	contig_1270	0.016831	0.011229	0.607547	0.018482	10	5.116146
757	161	contig_1270	contig_327	0.016831	0.045495	0.660622	0.068867	8	0.195460
161	779	contig_327	contig_252	0.177529	0.115009	0.783001	0.146882	14	5.496646
779	161	contig_252	contig_327	0.177529	0.521181	0.820706	0.635039	16	0.181929
161	845	contig_327	contig_328	0.030405	0.023957	0.663768	0.036093	15	6.860287
845	161	contig_328	contig_327	0.030405	0.074641	0.707483	0.105502	7	0.145766
161	861	contig_327	contig_1397	0.174456	0.102978	0.756016	0.136211	13	7.289273
861	161	contig_1397	contig_327	0.174456	0.695475	0.796507	0.873157	11	0.137188
161	871	contig_327	contig_330	0.089070	0.054959	0.794355	0.069187	12	7.628625
871	161	contig_330	contig_327	0.089070	0.349295	0.832066	0.419792	7	0.131085
161	906	contig_327	contig_541	0.037277	0.025666	0.640557	0.040068	11	8.758705
906	161	contig_541	contig_327	0.037277	0.138974	0.687311	0.202199	9	0.114172
161	908	contig_327	contig_332	0.029947	0.018692	0.770115	0.024271	8	8.831537
908	161	contig_332	contig_327	0.029947	0.129350	0.880503	0.146905	3	0.113231
161	911	contig_327	contig_17	0.026763	0.015309	0.788151	0.019424	4	8.867038
911	161	contig_17	contig_327	0.026763	0.128324	0.838384	0.153061	4	0.112777
161	939	contig_327	contig_889	0.007210	0.002929	0.583333	0.005022	3	9.730573
939	161	contig_889	contig_327	0.007210	0.048863	0.600000	0.081439	4	0.102769
161	997	contig_327	contig_657	0.009951	0.006172	0.653137	0.009450	4	11.131988
997	161	contig_657	contig_327	0.009951	0.052019	0.690722	0.075311	2	0.089831
161	999	contig_327	contig_544	0.013356	0.008683	0.674797	0.012868	5	11.263158
999	161	contig_544	contig_327	0.013356	0.065986	0.648649	0.101728	3	0.088785
161	1015	contig_327	contig_1520	0.028259	0.017471	0.622360	0.028072	7	11.978279
1015	161	contig_1520	contig_327	0.028259	0.157477	0.725000	0.217210	5	0.083484
161	1082	contig_327	contig_334	0.050262	0.031106	0.763045	0.040766	9	17.222823
1082	161	contig_334	contig_327	0.050262	0.380180	0.826371	0.460060	7	0.058062
161	1128	contig_327	contig_329	0.060808	0.033791	0.909006	0.037174	4	28.936428
1128	161	contig_329	contig_327	0.060808	0.842583	0.978898	0.860747	1	0.034559
165	173	contig_676	contig_120	0.087458	0.083113	0.746916	0.111275	34	1.026376
173	165	contig_120	contig_676	0.087458	0.091917	0.723961	0.126965	36	0.974302
165	227	contig_676	contig_1235	0.142312	0.128736	0.715936	0.179815	46	1.328796
227	165	contig_1235	contig_676	0.142312	0.160352	0.711056	0.225512	51	0.752561
165	367	contig_676	contig_1391	0.110885	0.087021	0.719860	0.120886	36	1.913574
367	165	contig_1391	contig_676	0.110885	0.156551	0.711574	0.220007	31	0.522582
165	512	contig_676	contig_1510	0.030957	0.025381	0.655455	0.038723	16	2.529789
512	165	contig_1510	contig_676	0.030957	0.045062	0.727011	0.061982	10	0.395290
165	533	contig_676	contig_1059	0.015333	0.012039	0.577703	0.020840	11	2.617192
533	165	contig_1059	contig_676	0.015333	0.023954	0.603248	0.039709	8	0.382089
165	664	contig_676	contig_119	0.081271	0.051220	0.855882	0.059844	12	3.801285
664	165	contig_119	contig_676	0.081271	0.195504	0.822172	0.237789	13	0.263069
165	708	contig_676	contig_677	0.009583	0.007463	0.618076	0.012074	6	4.268520
708	165	contig_677	contig_676	0.009583	0.018633	0.635897	0.029301	4	0.234273
165	814	contig_676	contig_1462	0.027845	0.021157	0.666297	0.031753	15	6.084172
814	165	contig_1462	contig_676	0.027845	0.068537	0.677966	0.101092	7	0.164361
165	971	contig_676	contig_678	0.056921	0.031682	0.705329	0.044919	9	10.428414
971	165	contig_678	contig_676	0.056921	0.320117	0.710676	0.450441	9	0.095892
165	1009	contig_676	contig_1364	0.024173	0.013623	0.727444	0.018728	5	11.385571
1009	165	contig_1364	contig_676	0.024173	0.144289	0.800000	0.180361	4	0.087830
165	1111	contig_676	contig_1230	0.027509	0.015630	0.718447	0.021755	4	22.617038
1111	165	contig_1230	contig_676	0.027509	0.296178	0.778243	0.380573	4	0.044214
166	498	contig_1525	contig_352	0.089547	0.076162	0.677064	0.112489	41	2.396467
498	166	contig_352	contig_1525	0.089547	0.121624	0.767006	0.158570	24	0.417281
166	697	contig_1525	contig_1523	0.039819	0.039339	0.586371	0.067090	35	4.123338
697	166	contig_1523	contig_1525	0.039819	0.041795	0.645598	0.064738	10	0.242522
166	700	contig_1525	contig_1189	0.048874	0.038170	0.690385	0.055288	28	4.141494
700	166	contig_1189	contig_1525	0.048874	0.093204	0.706340	0.131954	18	0.241459
166	867	contig_1525	contig_1190	0.070811	0.045045	0.716864	0.062837	23	7.427218
867	166	contig_1190	contig_1525	0.070811	0.262174	0.835570	0.313767	9	0.134640
167	212	contig_701	contig_705	0.117112	0.117678	0.717754	0.163954	45	1.236910
212	167	contig_705	contig_701	0.117112	0.116411	0.756788	0.153822	34	0.808466
167	230	contig_701	contig_111	0.155659	0.144797	0.758659	0.190859	48	1.335105
230	167	contig_111	contig_701	0.155659	0.170162	0.775855	0.219322	32	0.749005
167	314	contig_701	contig_462	0.230584	0.187376	0.814586	0.230026	29	1.763791
314	167	contig_462	contig_701	0.230584	0.306795	0.837154	0.366474	28	0.566960
167	460	contig_701	contig_979	0.183498	0.152154	0.720222	0.211260	38	2.191277
460	167	contig_979	contig_701	0.183498	0.252181	0.760451	0.331620	36	0.456355
167	472	contig_701	contig_566	0.113243	0.087752	0.691403	0.126919	31	2.258468
472	167	contig_566	contig_701	0.113243	0.170814	0.719892	0.237277	23	0.442778
167	503	contig_701	contig_704	0.187627	0.140105	0.774764	0.180836	39	2.422802
503	167	contig_704	contig_701	0.187627	0.302764	0.820345	0.369069	30	0.412745
167	520	contig_701	contig_692	0.360771	0.263115	0.791849	0.332279	37	2.547628
520	167	contig_692	contig_701	0.360771	0.609562	0.821677	0.741851	37	0.392522
167	534	contig_701	contig_703	0.210259	0.151336	0.851089	0.177815	20	2.605909
534	167	contig_703	contig_701	0.210259	0.363805	0.867108	0.419561	13	0.383743
167	593	contig_701	contig_41	0.077325	0.058324	0.670891	0.086935	32	3.071280
593	167	contig_41	contig_701	0.077325	0.135684	0.725204	0.187097	17	0.325597
167	631	contig_701	contig_1051	0.147051	0.107442	0.719591	0.149310	25	3.454813
631	167	contig_1051	contig_701	0.147051	0.283890	0.755062	0.375982	21	0.289451
167	684	contig_701	contig_49	0.038295	0.033160	0.622000	0.053312	23	3.953351
684	167	contig_49	contig_701	0.038295	0.058592	0.672581	0.087115	9	0.252950
167	704	contig_701	contig_1348	0.051435	0.038598	0.632499	0.061025	24	4.196897
704	167	contig_1348	contig_701	0.051435	0.105310	0.666038	0.158115	9	0.238271
167	1096	contig_701	contig_230	0.030197	0.018411	0.685185	0.026869	8	19.593315
1096	167	contig_230	contig_701	0.030197	0.261142	0.675676	0.386490	5	0.051038
168	180	contig_1252	contig_16	0.038274	0.039701	0.644136	0.061634	26	1.057895
180	168	contig_16	contig_1252	0.038274	0.036764	0.640000	0.057443	24	0.945273
169	216	contig_522	contig_858	0.172035	0.171787	0.748099	0.229631	69	1.245970
216	169	contig_858	contig_522	0.172035	0.172343	0.786105	0.219237	53	0.802587
171	180	contig_546	contig_16	0.238788	0.226185	0.807033	0.280267	24	1.051002
180	171	contig_16	contig_546	0.238788	0.252034	0.791928	0.318254	39	0.951473
171	250	contig_546	contig_776	0.064567	0.048204	0.616407	0.078202	41	1.434993
250	171	contig_776	contig_546	0.064567	0.088048	0.623452	0.141226	49	0.696868
171	622	contig_546	contig_547	0.162547	0.112716	0.734298	0.153502	21	3.311417
622	171	contig_547	contig_546	0.162547	0.327558	0.764755	0.428317	21	0.301986
171	636	contig_546	contig_521	0.050692	0.036341	0.634941	0.057236	25	3.461787
636	171	contig_521	contig_546	0.050692	0.100372	0.664204	0.151117	18	0.288868
171	737	contig_546	contig_663	0.136026	0.098882	0.751362	0.131603	39	4.619536
737	171	contig_663	contig_546	0.136026	0.307616	0.819585	0.375331	20	0.216472
171	861	contig_546	contig_1397	0.132177	0.077450	0.779019	0.099419	14	7.092527
861	171	contig_1397	contig_546	0.132177	0.520336	0.797740	0.652262	14	0.140993
171	911	contig_546	contig_17	0.017953	0.011935	0.618959	0.019282	8	8.627706
911	171	contig_17	contig_546	0.017953	0.069882	0.706250	0.098949	5	0.115906
171	1024	contig_546	contig_1521	0.045198	0.026593	0.848000	0.031360	6	11.797886
1024	171	contig_1521	contig_546	0.045198	0.264693	0.898135	0.294715	3	0.084761
173	367	contig_120	contig_1391	0.032571	0.027568	0.629019	0.043827	17	1.864399
367	173	contig_1391	contig_120	0.032571	0.041900	0.659597	0.063523	14	0.536366
