gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
contig_200_CDS_0032	12876	14117	+	contig_200	-7976980068.583973	3987	203.0	0.311	1.9620000000000002e-55	KJ019113_p163	84	340.444427	4.535093958307581e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	3987	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleotide reductase large subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0033	14224	15453	+	contig_200	-6724092508.532834	3844	135.0	0.278	2.629e-34	KX507046_p55	84	228.170181	3.7717155192528104e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	3844	PHANOTATE_1.5.1	CDS	#ff59f5	NrdA-like aerobic NDP reductase large subunit	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0034	15472	16353	+	contig_200	-11240142.688384945	86	148.0	0.364	1.91e-39	KT995480_p118	86	222.335007	2.154144630041202e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	86	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0035	16346	16510	+	contig_200	-24.222325098122997	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0036	16561	16674	+	contig_200	-8.38407536442784	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0037	16753	17040	+	contig_200	-480.3420337672617	16842	39.0	0.274	3.689e-06	KX822733_p127	16842	33.521648	7.587585219858354e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	16842	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0038	17095	17406	+	contig_200	-383.98004258197096	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3301	41.851341	2.016539121194689e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	3301	PHANOTATE_1.5.1	CDS	#838383	pyrophosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0039	17450	18127	+	contig_200	-29142.95733579157	38514	129.0	0.429	1.589e-33	NC_015466_p18	38514	135.120575	9.227418146562441e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	38514	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0040	18127	18471	+	contig_200	-108.3520586646296	56	68.0	0.387	5.288e-14	NC_029057_p67	56	88.655952	1.1373120224487817e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	56	PHANOTATE_1.5.1	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0041	18455	18961	+	contig_200	-261.7265836584427	56	51.0	0.257	1.894e-08	NC_029057_p67	56	53.53434	4.853839815974291e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	56	PHANOTATE_1.5.1	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0042	18975	19121	+	contig_200	-1.8662277567726329	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0043	19121	19483	+	contig_200	-3001.4195301357095	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0044	19506	19655	+	contig_200	-0.0837568206102339	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0045	19655	20044	+	contig_200	-2032.5144612087695	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0046	19965	20702	+	contig_200	-2037679.4470160876	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	314	31.165733	2.2635923718518994e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	314	PHANOTATE_1.5.1	CDS	#ffdf59	homing endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0047	20695	20922	+	contig_200	-452.1069681803816	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0048	20922	21407	+	contig_200	-6706.202301533212	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0049	21487	21792	+	contig_200	-813.3907191167478	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0050	21779	21994	+	contig_200	-51.611582039364315	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0051	21991	22272	+	contig_200	-286.66880626805647	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	22	42.984409	9.847464756008783e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	22	PHANOTATE_1.5.1	CDS	#ffdf59	thioredoxin domain	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0052	22253	22534	+	contig_200	-200.326855811793	986	66.0	0.406	1.603e-15	KX828710_p14	986	79.650795	5.7994321070148635e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	986	PHANOTATE_1.5.1	CDS	#ffdf59	RNA-binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0053	22518	22697	+	contig_200	-115.24998694085038	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0054	22684	23169	+	contig_200	-52702.54434004259	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0055	23171	23389	+	contig_200	-50.096953714098014	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2652	36.398098	6.653081611970351e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	2652	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0056	23393	23953	+	contig_200	-39937.56600181705	768	121.0	0.394	1.222e-32	NC_031043_p89	768	157.236252	6.730350128458882e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	768	PHANOTATE_1.5.1	CDS	#ffdf59	DprA-like DNA recombination-mediator protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0057	23956	24138	+	contig_200	-16.169995917535243	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0058	24146	24496	+	contig_200	-702.7949240016073	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0059	24543	24749	+	contig_200	-12.01313567469938	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0060	24721	24996	+	contig_200	-115.51496278982458	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0061	24977	25249	+	contig_200	-84.63607977663528	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0062	25236	25484	+	contig_200	-439.045522357107	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0063	25497	25688	+	contig_200	-117.02362243290396	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0064	25699	25923	+	contig_200	-490.5541404946039	13459	78.0	0.539	1.081e-19	NC_028829_p20	13459	75.629883	5.018008249518426e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	13459	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0065	25916	26065	+	contig_200	-59.11190042675023	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0066	26145	26234	+	contig_200	-0.3737843992980564	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0067	26253	26600	+	contig_200	-1690.510714387968	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0068	26590	26787	+	contig_200	-85.366322768245	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0069	26780	27280	+	contig_200	-316.49278022285654	2072	79.0	0.354	1.687e-19	KY514264_p12	2072	91.134155	1.097226110663751e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	2072	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0070	27309	27818	+	contig_200	-604760.0603124812	1818	162.0	0.534	1.9089999999999998e-47	NC_025470_p87	1818	152.732697	1.2861936299563547e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	1818	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0071	27812	27952	+	contig_200	-2.128472876370573	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0072	27985	28110	+	contig_200	-5.55623680720261	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0073	28317	28132	-	contig_200	-7.828637193674157	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0074	28512	28381	-	contig_200	-1.7696015145388853	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0075	28630	28499	-	contig_200	-0.2238016099050212	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0076	28966	28667	-	contig_200	-326.1893462471642	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0077	29215	29054	-	contig_200	-2.984032300922112	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	27762	33.634415	5.18568096648092e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	27762	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0078	29742	29254	-	contig_200	-2510.685889755495	624	132.0	0.443	2.442e-34	MG649967_p135	624	140.595261	1.7275443973792567e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	624	PHANOTATE_1.5.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0079	29952	29746	-	contig_200	-61.84780218928561	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0080	30136	29963	-	contig_200	-8.09111634045318	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0081	30338	30141	-	contig_200	-31.33081406312311	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0082	30920	30411	-	contig_200	-4425.006169737688	17696	55.0	0.326	3.739e-10	MH001450_p85	17696	54.210159	2.8596952624208386e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	17696	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0083	31098	30964	-	contig_200	-18.882208792216616	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0084	31418	31104	-	contig_200	-635.494452689305	21544	52.0	0.349	2.648e-10	KY630187_p33	21544	53.345226	6.225971980771685e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	21544	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0085	31585	31421	-	contig_200	-8.2217668031325	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0086	31807	31718	-	contig_200	-0.160391126550598	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0087	32022	31909	-	contig_200	-0.4427443767697462	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0088	33063	32041	-	contig_200	-305906.0651320615	3377	144.0	0.413	1.957e-40	NC_027355_p168	3377	172.471146	1.8695364454485025e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	3377	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0089	33457	33125	-	contig_200	-162.56803372357	2110	93.0	0.638	1.151e-24	KY593455_p40	2110	85.284309	6.441159184098716e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	2110	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0090	33695	33474	-	contig_200	-147.62236989594837	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0091	33987	33757	-	contig_200	-1650.5924550015889	38594	41.0	0.331	6.115e-07	NC_025436_p177	38594	38.12809	3.027405360269969e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	38594	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0092	34777	34046	-	contig_200	-2344825.2845378947	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0093	34913	34764	-	contig_200	-100.34210403279089	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0094	35187	34906	-	contig_200	-570.5555931837541	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0095	35393	35187	-	contig_200	-2.7284260916132266	36690	64.0	0.514	4.353e-15	NC_021073_p69	36690	54.119049	2.712897756194884e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	36690	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0096	35748	35386	-	contig_200	-2016.9455003224712	28830	41.0	0.269	6.299e-06	NC_022982_p3	8153	54.345879	2.8653257811166967e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	28830	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_200_CDS_0097	35953	35750	-	contig_200	-127.09349212714253	15278	61.0	0.502	4.042e-14	MF498773_p25	15278	65.681038	5.622271826519651e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	15278	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
