contig_id,checkv_total_genes,checkv_viral_genes,checkv_quality,completeness,contamination,prediction,phage_score,length,coverage,is_circular,phanotate_total_genes,CRISPRs,"DNA, RNA and nucleotide metabolism",connector,head and packaging,integration and excision,lysis,"moron, auxiliary metabolic gene and host takeover",other,tRNAs,tail,transcription regulation,genomad_total_genes,genomad_viral_genes,rafah_predicted_host,rafah_prediction_score,vcontact_taxonomy,genomad_agreement,genomad_taxid,genomad_taxonomy
contig_1210,22,0,Medium-quality,66.7,0.0,phage,2.557,20334,3,N,89.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,9.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.1944,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1212,28,0,Medium-quality,87.86,0.0,phage,1.744,12984,14,N,57.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.2247,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_113_of_Caudoviricetes;novel_family_0_of_novel_order_113_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_113_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_113_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1214,22,0,Medium-quality,83.65,0.0,phage,3.443,12914,19,N,43.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,16.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.218866666666667,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1215,24,0,High-quality,100.0,0.0,phage,2.732,14478,9,N,65.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.214316666666667,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_2_of_novel_order_102_of_Caudoviricetes;novel_subfamily_0_of_novel_family_2_of_novel_order_102_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1218,43,0,High-quality,93.11,0.0,phage,5.008,34004,12,N,73.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,43.0,32.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.384,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_62_of_Caudoviricetes;novel_family_1_of_novel_order_62_of_Caudoviricetes;novel_subfamily_0_of_novel_family_1_of_novel_order_62_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_62_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1223,87,1,Medium-quality,85.04,0.0,phage,4.855,44980,3,N,161.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,87.0,26.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga,0.094,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_24_of_Caudoviricetes;novel_family_1_of_novel_order_24_of_Caudoviricetes;novel_subfamily_0_of_novel_family_1_of_novel_order_24_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_24_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1226,64,0,High-quality,91.33,0.0,phage,4.473,33104,15,N,75.0,0.0,10.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,64.0,42.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter,0.346,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_53_of_Caudoviricetes;novel_family_0_of_novel_order_53_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_53_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_53_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123,75,0,High-quality,99.95,0.0,phage,3.955,43186,7,Y,97.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,75.0,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.1255,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_40_of_Caudoviricetes;novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_subfamily_2_of_novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_2_of_novel_family_1_of_novel_order_40_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1240,55,0,Medium-quality,61.77,0.0,phage,1.45,29943,3,N,95.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,55.0,21.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.15335,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_22_of_Caudoviricetes;novel_family_2_of_novel_order_22_of_Caudoviricetes;novel_subfamily_0_of_novel_family_2_of_novel_order_22_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_22_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1252,47,0,Medium-quality,61.25,0.0,phage,5.535,28085,5,N,74.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,47.0,29.0,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,0.129,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_62_of_Caudoviricetes;Zobellviridae;novel_subfamily_0_of_Zobellviridae;novel_genus_0_of_novel_subfamily_0_of_Zobellviridae,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1254,31,0,Medium-quality,51.21,0.0,phage,4.164,19106,4,N,49.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,31.0,19.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella_A,0.098,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_120_of_Caudoviricetes;novel_family_1_of_novel_order_120_of_Caudoviricetes;novel_subfamily_0_of_novel_family_1_of_novel_order_120_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_120_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1257,76,0,Medium-quality,57.5,0.0,phage,4.473,36821,5,Y,105.0,0.0,8.0,5.0,8.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,76.0,20.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.317,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_120_of_Caudoviricetes;novel_family_0_of_novel_order_120_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_120_of_Caudoviricetes;novel_genus_1_of_novel_subfamily_0_of_novel_family_0_of_novel_order_120_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1262,69,0,Medium-quality,50.76,0.0,phage,3.967,32671,4,N,94.0,0.0,6.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,69.0,19.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,0.25,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_120_of_Caudoviricetes;novel_family_0_of_novel_order_120_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_120_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_120_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1266,66,0,Medium-quality,62.12,0.0,phage,2.789,34121,3,N,141.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,66.0,14.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.1423,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1271,22,0,High-quality,98.99,0.0,phage,2.926,14284,6,N,61.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,0.209,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1272,22,0,High-quality,100.0,0.0,phage,2.623,14845,11,N,63.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,7.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.1388,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1280,28,0,High-quality,100.0,0.0,phage,1.732,15384,5,N,60.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.0,13.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.119116666666667,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1290,41,0,High-quality,96.52,0.0,phage,2.732,28705,11,N,76.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,41.0,23.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,0.112,Adnaviria;Taleaviricota;Tokiviricetes;novel_order_1_of_Tokiviricetes;novel_family_0_of_novel_order_1_of_Tokiviricetes;noRef_of_novel_family_0_of_novel_order_1_of_Tokiviricetes;novel_genus_0_of_noRef_of_novel_family_0_of_novel_order_1_of_Tokiviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1298,78,0,High-quality,100.0,0.0,phage,4.852,40164,4,N,105.0,0.0,8.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,78.0,13.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.096,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_121_of_Caudoviricetes;novel_family_0_of_novel_order_121_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_121_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_121_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1303,30,0,High-quality,96.83,0.0,phage,1.341,14427,9,N,52.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30.0,8.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,0.169,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_122_of_Caudoviricetes;novel_family_0_of_novel_order_122_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_122_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_122_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132,69,0,Medium-quality,58.31,0.0,phage,3.832,37964,4,Y,119.0,0.0,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,69.0,16.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.06,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1320,17,0,Medium-quality,62.04,0.0,phage,5.367,9585,3,N,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.2477,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1322,62,0,Medium-quality,60.28,0.0,phage,4.574,32879,7,Y,82.0,0.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,62.0,19.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella,0.075,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_44_of_Caudoviricetes;novel_family_3_of_novel_order_44_of_Caudoviricetes;novel_subfamily_0_of_novel_family_3_of_novel_order_44_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_3_of_novel_order_44_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1323,80,0,High-quality,92.16,0.0,phage,3.104,35894,3,Y,104.0,0.0,5.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,80.0,17.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium,0.128,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_49_of_Caudoviricetes;novel_family_7_of_novel_order_49_of_Caudoviricetes;novel_subfamily_0_of_novel_family_7_of_novel_order_49_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_7_of_novel_order_49_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1326,46,0,High-quality,100.0,0.0,phage,2.492,34454,10,N,92.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,46.0,15.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.113916666666667,Adnaviria;Taleaviricota;Tokiviricetes;novel_order_1_of_Tokiviricetes;novel_family_0_of_novel_order_1_of_Tokiviricetes;noRef_of_novel_family_0_of_novel_order_1_of_Tokiviricetes;novel_genus_0_of_noRef_of_novel_family_0_of_novel_order_1_of_Tokiviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1327,67,0,Medium-quality,60.76,0.0,phage,1.065,37419,4,N,138.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,67.0,32.0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter,0.084,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133,68,0,High-quality,100.0,0.0,phage,4.496,53613,7,N,100.0,0.0,11.0,1.0,6.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,68.0,28.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,0.114,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_40_of_Caudoviricetes;novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_subfamily_3_of_novel_family_1_of_novel_order_40_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_3_of_novel_family_1_of_novel_order_40_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1330,53,0,Medium-quality,58.3,0.0,phage,3.895,32178,3,N,108.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,5.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia,0.126,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_115_of_Caudoviricetes;novel_family_0_of_novel_order_115_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_115_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_115_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1331,25,0,High-quality,100.0,0.0,phage,3.262,14555,6,N,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.22245,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_3_of_novel_order_102_of_Caudoviricetes;novel_subfamily_1_of_novel_family_3_of_novel_order_102_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_1_of_novel_family_3_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1344,26,0,Medium-quality,79.38,0.0,phage,1.201,11964,8,N,51.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.233783333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1351,34,0,High-quality,100.0,0.0,phage,1.982,16800,5,N,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.219483333333333,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_2_of_novel_order_102_of_Caudoviricetes;novel_subfamily_0_of_novel_family_2_of_novel_order_102_of_Caudoviricetes;novel_genus_1_of_novel_subfamily_0_of_novel_family_2_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1356,60,0,High-quality,100.0,0.0,phage,1.225,38955,5,N,124.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,31.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,0.343,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1360,35,0,High-quality,100.0,0.0,phage,3.203,15027,7,N,65.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,35.0,12.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.167733333333333,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1366,35,0,High-quality,100.0,0.0,phage,2.336,16007,14,N,68.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,35.0,16.0,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,0.196,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_0_of_novel_order_102_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_102_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1374,60,1,High-quality,100.0,0.0,phage,4.363,34580,5,Y,99.0,0.0,5.0,0.0,11.0,0.0,2.0,5.0,4.0,0.0,4.0,1.0,60.0,37.0,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc,0.144,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_52_of_Caudoviricetes;novel_family_0_of_novel_order_52_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_52_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_52_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1378,68,1,High-quality,94.84,0.0,phage,3.207,32739,3,N,113.0,0.0,1.0,0.0,7.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,68.0,28.0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter,0.119,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_52_of_Caudoviricetes;novel_family_0_of_novel_order_52_of_Caudoviricetes;novel_subfamily_0_of_novel_family_0_of_novel_order_52_of_Caudoviricetes;novel_genus_1_of_novel_subfamily_0_of_novel_family_0_of_novel_order_52_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1382,26,0,High-quality,100.0,0.0,phage,3.234,15559,3,N,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,14.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.0894666666666667,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_113_of_Caudoviricetes;novel_family_3_of_novel_order_113_of_Caudoviricetes;novel_subfamily_0_of_novel_family_3_of_novel_order_113_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_3_of_novel_order_113_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1385,39,0,High-quality,100.0,0.0,phage,3.01,22725,9,N,75.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,39.0,24.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.0696666666666667,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_102_of_Caudoviricetes;novel_family_1_of_novel_order_102_of_Caudoviricetes;novel_subfamily_2_of_novel_family_1_of_novel_order_102_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_2_of_novel_family_1_of_novel_order_102_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_139,48,0,High-quality,95.3,0.0,phage,4.859,26146,12,N,95.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,16.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.2305,No prediction;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1393,70,0,High-quality,100.0,0.0,phage,3.625,38768,3,N,135.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,8.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.07785,No Realm;nan;nan;nan;nan;nan;nan,0.9276,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1394,78,0,Medium-quality,68.92,0.0,phage,4.266,46587,4,N,160.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,78.0,26.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,0.162,Duplodnaviria;Uroviricota;Caudoviricetes;novel_order_62_of_Caudoviricetes;novel_family_4_of_novel_order_62_of_Caudoviricetes;novel_subfamily_0_of_novel_family_4_of_novel_order_62_of_Caudoviricetes;novel_genus_0_of_novel_subfamily_0_of_novel_family_4_of_novel_order_62_of_Caudoviricetes,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1396,63,0,High-quality,97.25,0.0,phage,2.342,33427,3,N,106.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,63.0,24.0,d__Bacteria;p__Spirochaetota;c__JAAYUW01;o__JAAYUW01;f__JAAYUW01;g__Exilispira,0.156,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_1398,22,1,High-quality,100.0,0.0,phage,2.904,12061,3,N,43.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,0.14705,No Realm;nan;nan;nan;nan;nan;nan,1.0,2561.0,Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
