contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_1164	12042.000	non-phage	0.916	0.552	False	True	0.610	0.000		3.000	1.000	1.000	0.000	1.673	0.708	0.242	3.688	-1.036	7.145	-5.215	0.470	4n1V		
contig_1165	26465.000	phage	0.645	0.544	True	False	0.397	0.000	bacteria	0.000	10.000	2.000	0.000	0.082	0.288	2.887	3.590	-2.646	6.723	-2.826	1.139	7V1n2V1n1V		
contig_1166	16744.000	non-phage	0.797	0.318	False	False	0.441	0.000		0.000	4.000	4.000	0.000	-0.019	1.913	0.616	2.377	0.744	2.232	-4.254	0.462	4V4n		
contig_117	7851.000	phage	0.668	0.679	False	False	0.495	0.000	bacteria	0.000	3.000	0.000	0.000	1.847	0.333	3.398	0.294	-5.625	2.611	-5.273	0.128	3V		
contig_1169	39797.000	phage	0.806	0.535	True	False	0.539	0.000	bacteria	4.000	9.000	6.000	0.000	0.562	1.753	1.086	3.236	-1.430	8.852	-3.988	1.150	2n1V1n1V1n1V3n1V1n1V2n4V	DTR	169.000
contig_1171	2522.000	non-phage	1.088	0.054	False	False	0.373	0.000		0.000	0.000	1.000	0.000	-0.727	0.000	-0.015	0.000	1.452	0.000	-3.766	0.000	1n		
contig_1172	4490.000	phage	0.093	0.568	False	False	0.487	0.000	bacteria	0.000	2.000	0.000	0.000	-1.070	0.935	4.508	0.562	-3.773	3.029	-4.492	0.031	2V		
contig_1170	36365.000	phage	0.582	0.460	False	False	0.539	0.000	bacteria	3.000	14.000	0.000	0.000	1.316	0.938	3.295	1.659	-3.471	4.520	-4.527	0.542	1V2n1V1n12V		
contig_1175	16175.000	phage	0.406	0.529	False	False	0.321	0.000	bacteria	0.000	7.000	0.000	0.000	-0.730	0.866	3.367	1.778	-3.141	3.893	-2.828	0.207	7V		
contig_1176	6117.000	phage	0.025	0.958	False	False	0.430	0.000	bacteria	0.000	2.000	0.000	0.000	-0.631	0.074	5.504	0.034	-5.645	0.076	-3.998	0.431	2V		
contig_1179	2082.000	phage	0.127	0.811	False	False	0.385	0.000	bacteria	0.000	1.000	0.000	0.000	1.004	0.000	5.074	0.000	-7.918	0.000	-3.129	0.000	1V		
contig_1177	41139.000	phage	0.041	0.893	False	False	0.467	0.000	bacteria	0.000	20.000	0.000	0.000	-2.654	1.356	7.453	3.557	-5.512	3.135	-4.832	0.610	20V	DTR	56.000
contig_1182	2446.000	phage	0.009	0.979	False	False	0.361	0.000	bacteria	0.000	1.000	0.000	0.000	-0.689	0.000	6.582	0.000	-6.699	0.000	-3.799	0.000	1V		
contig_118	33620.000	phage	0.388	0.512	False	False	0.313	0.000	bacteria	0.000	15.000	1.000	0.000	-0.618	1.034	2.908	2.242	-3.320	4.551	-2.455	1.199	10V1n5V		
contig_1184	30062.000	phage	0.241	0.727	False	False	0.353	0.000	bacteria	0.000	14.000	0.000	0.000	0.039	0.438	4.113	1.037	-5.902	1.346	-2.277	1.617	14V		
contig_1187	2323.000	phage	0.883	0.429	False	False	0.319	0.000	bacteria	0.000	1.000	0.000	0.000	1.067	0.000	2.396	0.000	-4.312	0.000	-1.204	0.000	1V		
contig_1189	6813.000	phage	0.117	0.817	False	False	0.340	0.000	bacteria	0.000	3.000	0.000	0.000	-1.297	0.075	4.336	1.130	-5.090	1.363	-1.449	0.362	3V		
contig_119	7473.000	non-phage	0.465	0.614	False	True	0.572	0.000		2.000	0.000	1.000	0.000	0.173	12.922	-0.226	2.799	-0.057	5.367	-5.250	0.914	3n		
contig_1190	3799.000	phage	0.056	0.817	False	False	0.320	0.000	bacteria	0.000	1.000	0.000	0.000	-0.849	0.000	4.656	0.000	-5.914	0.000	-1.767	0.000	1V		
contig_1191	14706.000	phage	0.936	0.559	False	False	0.610	0.000	bacteria	3.000	4.000	0.000	0.000	1.863	0.647	2.141	1.048	-3.068	2.416	-3.875	0.995	1V1n3V2n		
contig_1192	3111.000	non-phage	0.117	0.962	False	False	0.611	0.000		1.000	0.000	0.000	0.000	4.738	0.000	0.442	0.000	-2.045	0.000	-4.445	0.000	1n		
contig_1193	4417.000	phage	0.771	0.684	True	False	0.442	0.000	bacteria	0.000	1.000	1.000	0.000	-1.830	0.013	2.854	11.383	-3.508	12.656	-3.348	1.031	1V1n		
contig_1194	3296.000	phage	0.200	0.489	False	False	0.464	0.000	bacteria	0.000	1.000	0.000	0.000	-0.285	0.000	3.252	0.000	-4.398	0.000	-3.865	0.000	1V		
contig_1195	3262.000	phage	0.081	0.984	False	False	0.455	0.000	bacteria	0.000	1.000	0.000	0.000	0.325	0.000	4.941	0.000	-6.242	0.000	-4.695	0.000	1V		
contig_1196	6269.000	phage	1.369	0.214	False	False	0.395	0.000	bacteria	1.000	1.000	1.000	0.000	0.563	0.234	1.058	0.866	-0.306	1.311	-2.182	1.775	1n1V1n		
contig_1197	4158.000	phage	0.851	0.102	False	False	0.447	0.000	bacteria	1.000	1.000	0.000	0.000	0.618	0.232	2.180	1.241	-1.841	3.092	-5.230	0.010	1n1V		
contig_1199	15258.000	phage	0.266	0.546	False	False	0.472	0.000	bacteria	0.000	7.000	0.000	0.000	-0.339	0.402	3.939	1.495	-3.574	3.262	-3.227	1.266	7V		
contig_1198	28588.000	phage	0.402	0.663	False	False	0.551	0.000	bacteria	0.000	13.000	0.000	0.000	0.639	0.878	4.043	2.797	-4.809	3.727	-4.875	0.411	13V		
contig_1200	3318.000	non-phage	0.250	0.942	False	False	0.700	0.000		1.000	0.000	0.000	0.000	3.908	0.000	0.765	0.000	-7.156	0.000	-5.660	0.000	1n	DTR	13.000
contig_120	27677.000	phage	0.342	0.556	False	False	0.489	0.000	bacteria	0.000	12.000	1.000	0.000	-0.750	1.587	3.430	2.486	-2.885	5.645	-4.203	0.736	1n12V		
contig_1201	15284.000	phage	0.407	0.520	False	False	0.530	0.000	bacteria	0.000	7.000	0.000	0.000	1.342	0.430	4.191	1.105	-5.238	0.575	-5.266	0.079	7V		
contig_1202																								
contig_1203																								
contig_1204	8194.000	non-phage	0.604	0.373	False	False	0.465	0.000		1.000	1.000	2.000	0.000	-1.198	3.428	0.433	4.719	0.731	2.787	-4.602	0.126	3n1V		
contig_1206	18267.000	phage	0.464	0.507	True	False	0.522	0.000	bacteria	2.000	4.000	2.000	0.000	-0.777	3.992	1.658	8.977	-0.926	8.875	-4.566	1.420	3n3V1n1V		
contig_1207	14130.000	phage	0.586	0.625	True	False	0.514	0.000	bacteria	2.000	3.000	1.000	0.000	0.888	2.238	1.979	6.332	-1.726	8.305	-4.941	0.434	2n3V1n		
contig_1208	4058.000	phage	0.049	0.241	False	False	0.501	0.000	eukarya	0.000	1.000	0.000	0.000	-2.039	0.000	4.363	0.000	-1.584	0.000	-3.420	0.000	1V		
contig_1209	3559.000	non-phage	0.602	0.697	False	False	0.518	0.000		1.000	0.000	0.000	0.000	2.723	0.000	0.601	0.000	-1.732	0.000	-2.715	0.000	1n		
contig_1205	52501.000	non-phage	0.744	0.577	False	False	0.489	0.000		4.000	7.000	13.000	1.000	-0.712	1.952	-0.468	3.480	0.861	4.277	-4.293	2.801	1n1V1n1V4n1V7n1V4n3V1n		
contig_121	2392.000	phage	0.160	0.657	False	False	0.497	0.000	bacteria	0.000	1.000	0.000	0.000	0.822	0.000	4.574	0.000	-6.199	0.000	-4.297	0.000	1V		
contig_1210	20334.000	phage	0.733	0.235	False	False	0.400	0.000	bacteria	0.000	9.000	0.000	0.000	0.448	0.438	2.557	0.798	-2.285	4.199	-3.650	0.535	9V		
contig_1211	2733.000	non-phage	0.903	0.609	False	False	0.572	0.000		1.000	0.000	0.000	0.000	2.789	0.000	1.892	0.000	-2.703	0.000	-4.066	0.000	1n		
contig_1212	12984.000	phage	0.966	0.266	True	False	0.527	0.000	bacteria	1.000	3.000	2.000	0.000	0.522	0.965	1.744	3.111	-0.916	2.949	-4.656	0.943	1n2V1n1V1n		
contig_1213																								
contig_1214	12914.000	phage	0.485	0.452	False	False	0.517	0.000	bacteria	0.000	6.000	0.000	0.000	0.369	0.518	3.443	2.092	-3.357	4.980	-4.895	0.624	6V		
contig_1215	14478.000	phage	0.619	0.571	False	False	0.479	0.000	bacteria	3.000	4.000	0.000	0.000	2.402	1.005	2.732	1.163	-3.852	1.700	-4.098	0.956	1n2V2n2V		
contig_1219	2884.000	phage	0.083	0.622	False	False	0.414	0.000	bacteria	0.000	1.000	0.000	0.000	-0.450	0.000	4.188	0.000	-4.926	0.000	-4.043	0.000	1V		
contig_1218	34004.000	phage	0.151	0.793	False	False	0.454	0.000	bacteria	1.000	15.000	0.000	0.000	-0.952	2.246	5.008	3.658	-4.926	4.395	-4.496	1.390	7V1n8V		
contig_122	9998.000	non-phage	0.765	0.560	False	False	0.483	0.000		4.000	0.000	0.000	0.000	3.373	0.211	2.135	0.202	-4.301	4.891	-4.941	0.985	4n		
contig_1220	3240.000	phage	0.081	0.903	False	False	0.412	0.000	bacteria	0.000	1.000	0.000	0.000	-0.079	0.000	4.562	0.000	-5.078	0.000	-3.912	0.000	1V		
contig_1221	9555.000	phage	0.708	0.342	True	False	0.457	0.000	eukarya	0.000	3.000	1.000	0.000	-2.188	2.600	1.361	1.792	-0.053	1.845	-2.428	2.035	1V1n2V		
contig_1222	4307.000	phage	0.280	0.856	True	False	0.673	0.000	bacteria	1.000	1.000	0.000	0.000	2.254	1.457	3.080	3.914	-6.000	0.595	-4.766	0.088	1n1V		
contig_1224	2683.000	phage	0.032	0.172	False	False	0.481	0.000	eukarya	0.000	1.000	0.000	0.000	-2.203	0.000	4.773	0.000	-1.515	0.000	-3.979	0.000	1V		
contig_1225	21932.000	non-phage	0.494	0.802	False	True	0.660	0.000		8.000	2.000	0.000	0.000	2.986	0.958	0.979	1.696	-4.328	4.125	-3.260	1.221	2V8n		
contig_1223	44980.000	phage	0.132	0.770	False	False	0.403	0.000	bacteria	0.000	21.000	0.000	0.000	-0.747	0.676	4.855	2.223	-5.508	3.678	-3.949	0.631	21V	DTR	13.000
contig_1227	3416.000	phage	0.012	0.987	False	False	0.515	0.000	bacteria	0.000	1.000	0.000	0.000	-0.333	0.000	6.543	0.000	-7.148	0.000	-3.924	0.000	1V		
contig_1226	33104.000	phage	0.248	0.725	False	False	0.526	0.000	bacteria	0.000	16.000	0.000	0.000	0.369	0.619	4.473	1.323	-5.336	3.305	-3.902	0.349	16V		
contig_1228	9552.000	phage	0.286	0.721	False	False	0.562	0.000	bacteria	1.000	3.000	0.000	0.000	1.831	2.043	3.348	1.829	-4.988	0.436	-3.746	0.426	1n3V		
contig_1229	10729.000	phage	0.102	0.854	False	False	0.519	0.000	bacteria	0.000	5.000	0.000	0.000	0.883	0.117	5.375	0.621	-6.090	2.334	-4.859	0.129	5V		
contig_1230																								
contig_123	43186.000	phage	0.448	0.745	False	False	0.610	0.000	bacteria	2.000	19.000	0.000	0.000	1.541	0.568	3.955	1.418	-6.500	2.117	-4.555	0.844	1n8V1n11V		
contig_1235	21378.000	phage	0.621	0.382	True	False	0.433	0.000	bacteria	0.000	8.000	2.000	0.000	-1.209	1.343	2.271	3.969	-1.448	5.559	-4.059	1.296	4V1n1V1n3V		
contig_1236	13367.000	phage	0.259	0.666	True	False	0.487	0.000	bacteria	0.000	6.000	0.000	0.000	-2.092	5.699	5.312	7.008	-3.469	3.906	-5.324	0.551	6V		
contig_124	11045.000	phage	0.651	0.727	False	False	0.613	0.000	bacteria	2.000	3.000	0.000	0.000	2.422	0.790	3.205	3.111	-6.324	1.450	-4.199	0.317	3V2n		
contig_1239	36142.000	phage	0.143	0.754	False	False	0.423	0.000	bacteria	0.000	16.000	1.000	0.000	-2.008	0.987	5.121	5.043	-4.801	9.891	-3.904	1.231	12V1n4V		
contig_1241	5123.000	phage	0.118	0.512	False	False	0.350	0.000	bacteria	0.000	2.000	0.000	0.000	-1.103	0.044	3.625	0.000	-2.766	0.569	-2.504	0.114	2V		
contig_1240	29943.000	phage	0.598	0.321	True	False	0.544	0.000	eukarya	1.000	8.000	5.000	0.000	-1.898	2.207	1.450	3.107	0.138	2.561	-4.141	0.292	4V2n2V1n2V3n		
contig_1243	10916.000	phage	0.506	0.477	True	False	0.529	0.000	eukarya	0.000	3.000	2.000	0.000	-2.029	0.483	2.160	4.398	-0.761	4.434	-4.668	0.987	2n3V		
contig_1242	29633.000	phage	0.146	0.539	False	False	0.324	0.000	bacteria	0.000	13.000	0.000	1.000	-1.371	0.654	3.836	2.002	-4.105	2.238	-2.479	2.617	3V1n10V		
contig_1244	3520.000	phage	0.095	0.899	False	False	0.521	0.000	bacteria	0.000	1.000	0.000	0.000	0.319	0.000	4.730	0.000	-5.445	0.000	-5.164	0.000	1V		
contig_1245	22094.000	non-phage	0.652	0.714	False	True	0.599	0.000		8.000	2.000	0.000	0.000	2.822	1.308	1.283	1.748	-3.043	4.297	-3.303	2.006	1n1V6n1V1n		
contig_1246	19963.000	non-phage	0.747	0.493	False	True	0.634	0.000		6.000	1.000	2.000	0.000	1.560	2.006	0.210	4.375	-0.643	10.242	-3.984	0.768	2n1V6n		
contig_1247	11684.000	phage	0.129	0.885	False	False	0.532	0.000	bacteria	0.000	5.000	0.000	0.000	-0.239	0.791	5.383	1.839	-6.180	1.681	-4.457	0.515	5V		
contig_1248	10564.000	phage	0.277	0.743	False	False	0.542	0.000	bacteria	0.000	5.000	0.000	0.000	1.124	0.626	4.875	1.453	-6.359	5.355	-4.754	0.936	5V		
contig_1249	10522.000	phage	0.980	0.427	True	False	0.544	0.000	bacteria	1.000	3.000	1.000	0.000	0.867	0.445	1.949	2.031	-1.812	6.445	-4.273	0.111	3V2n		
contig_125	6372.000	phage	0.731	0.648	False	False	0.610	0.000	bacteria	0.000	3.000	0.000	0.000	2.096	0.674	3.371	0.784	-5.781	1.069	-4.461	0.257	3V		
contig_1250	5671.000	phage	0.437	0.677	True	False	0.475	0.000	bacteria	0.000	2.000	0.000	0.000	-1.250	0.938	4.141	6.188	-3.486	6.520	-4.023	0.003	2V		
contig_1251																								
contig_1253	4788.000	phage	0.020	0.454	False	False	0.456	0.000	bacteria	0.000	2.000	0.000	0.000	-2.371	0.614	4.883	0.000	-3.529	2.326	-3.660	0.880	2V		
contig_1252	28085.000	phage	0.114	0.876	False	False	0.410	0.000	bacteria	0.000	13.000	0.000	0.000	-0.689	0.335	5.535	2.180	-6.238	4.961	-4.754	1.159	13V		
contig_1254	19106.000	phage	0.142	0.848	False	False	0.435	0.000	bacteria	0.000	9.000	0.000	0.000	-0.174	0.278	4.164	0.584	-5.238	0.768	-4.332	0.968	9V		
contig_1257	36821.000	phage	0.365	0.761	False	False	0.566	0.000	bacteria	1.000	16.000	0.000	0.000	1.303	0.858	4.473	1.211	-5.906	3.668	-4.762	1.025	13V1n3V		
contig_1263	7129.000	phage	0.604	0.633	True	False	0.325	0.000	bacteria	0.000	2.000	1.000	0.000	-1.252	0.098	2.748	5.758	-3.199	7.871	-1.325	1.821	1n2V		
contig_1262	32671.000	phage	0.492	0.777	False	False	0.582	0.000	bacteria	3.000	12.000	0.000	0.000	1.827	0.752	3.967	1.658	-6.070	2.611	-4.531	0.649	1n7V1n3V1n2V		
contig_1264	2496.000	phage	0.987	0.071	False	False	0.488	0.000	eukarya	0.000	1.000	0.000	0.000	-3.104	0.000	1.342	0.000	0.636	0.000	-4.918	0.000	1V		
contig_1265	34995.000	phage	0.973	0.284	True	False	0.363	0.000	eukarya	0.000	6.000	8.000	3.000	-1.309	1.394	0.557	3.240	0.404	4.109	-1.556	4.312	2n2V3n2V1n1V2n1V3n		
contig_1267	3627.000	non-phage	0.980	0.725	False	False	0.607	0.000		1.000	0.000	0.000	0.000	2.123	0.000	1.343	0.000	-4.477	0.000	-2.086	0.000	1n		
contig_1266	34121.000	phage	0.633	0.490	False	False	0.368	0.000	bacteria	1.000	15.000	0.000	0.000	-0.030	1.491	2.789	2.043	-3.111	5.566	-3.381	0.924	13V1n2V		
contig_1268	14593.000	non-phage	0.591	0.378	False	False	0.550	0.000		2.000	0.000	4.000	1.000	-1.353	3.602	-1.248	0.217	1.126	2.285	-2.963	5.703	7n		
contig_1269	3951.000	phage	0.038	0.984	False	False	0.424	0.000	bacteria	0.000	1.000	0.000	0.000	-0.192	0.000	5.332	0.000	-7.098	0.000	-5.766	0.000	1V		
contig_1270	5605.000	phage	0.013	0.945	False	False	0.455	0.000	bacteria	0.000	2.000	0.000	0.000	-1.604	0.031	5.711	0.922	-6.641	3.297	-4.637	0.059	2V		
contig_1271	14284.000	phage	0.483	0.716	True	False	0.458	0.000	bacteria	3.000	3.000	0.000	0.000	1.980	1.610	2.926	4.512	-4.117	8.383	-4.297	0.753	1n1V2n2V		
contig_1272	14845.000	phage	0.581	0.446	False	False	0.392	0.000	bacteria	1.000	6.000	0.000	0.000	0.547	1.503	2.623	1.217	-2.670	3.711	-3.699	0.265	5V1n1V		
contig_1273	12799.000	phage	0.655	0.700	False	False	0.651	0.000	bacteria	2.000	4.000	0.000	0.000	2.412	0.604	3.814	1.163	-6.254	0.750	-5.297	0.295	1n4V1n		
contig_1274	13726.000	phage	0.359	0.777	False	False	0.663	0.000	bacteria	2.000	4.000	0.000	0.000	2.426	2.750	4.094	1.774	-6.734	0.939	-5.332	0.311	3V2n1V		
contig_1275	22860.000	phage	0.554	0.559	False	False	0.653	0.000	bacteria	1.000	10.000	0.000	0.000	1.607	0.516	3.688	1.671	-4.586	4.043	-5.371	0.701	10V1n		
contig_1278	2245.000	phage	0.101	0.834	False	False	0.488	0.000	bacteria	0.000	1.000	0.000	0.000	0.958	0.000	5.285	0.000	-6.910	0.000	-5.180	0.000	1V		
contig_1279	4100.000	phage	0.073	0.728	False	False	0.470	0.000	bacteria	0.000	2.000	0.000	0.000	-0.567	0.482	5.926	3.432	-6.664	9.688	-4.785	0.201	2V		
contig_1280	15384.000	phage	0.559	0.586	True	False	0.502	0.000	bacteria	2.000	4.000	1.000	0.000	1.209	2.211	1.732	4.793	-1.909	4.594	-3.889	0.662	2V2n2V1n		
contig_1281	20802.000	phage	0.160	0.604	False	False	0.452	0.000	eukarya	0.000	10.000	0.000	0.000	-3.117	1.879	4.152	2.148	-3.111	4.418	-3.613	4.246	10V		
contig_1282	15884.000	non-phage	0.589	0.724	False	False	0.492	0.000		5.000	2.000	0.000	0.000	2.564	1.813	2.432	1.354	-3.188	1.978	-4.461	0.576	2n1V3n1V		
contig_1285	6258.000	phage	0.402	0.657	False	False	0.633	0.000	bacteria	0.000	3.000	0.000	0.000	-0.230	1.011	3.838	2.619	-4.121	9.719	-4.754	0.376	3V		
contig_1286	2321.000	phage	0.026	0.655	False	False	0.437	0.000	bacteria	0.000	1.000	0.000	0.000	-1.003	0.000	5.086	0.000	-4.223	0.000	-4.449	0.000	1V		
contig_1291	16084.000	phage	0.260	0.714	False	False	0.565	0.000	bacteria	0.000	7.000	0.000	0.000	0.863	0.050	4.652	1.551	-4.836	3.373	-4.926	0.407	7V		
contig_1290	28705.000	phage	0.595	0.538	True	False	0.621	0.000	bacteria	0.000	10.000	4.000	0.000	0.280	0.543	2.732	5.613	-2.494	9.570	-4.793	0.212	4V4n6V		
contig_1292	2994.000	phage	0.795	0.612	False	False	0.571	0.000	bacteria	0.000	1.000	0.000	0.000	2.221	0.000	3.387	0.000	-5.930	0.000	-4.773	0.000	1V		
contig_1293	15853.000	phage	0.542	0.357	False	False	0.472	0.000	bacteria	0.000	7.000	0.000	0.000	-0.796	2.455	2.715	1.396	-1.951	3.199	-4.676	0.258	7V		
contig_1294	2360.000	non-phage	1.326	0.318	False	False	0.544	0.000		1.000	0.000	0.000	0.000	1.337	0.000	0.576	0.000	-0.376	0.000	-4.059	0.000	1n		
contig_1289	56757.000	phage	0.569	0.427	True	False	0.520	0.000	bacteria	4.000	20.000	3.000	0.000	0.232	1.712	2.391	2.580	-1.971	4.703	-3.473	1.772	4V1n4V2n11V4n1V		
contig_1295	4079.000	phage	0.320	0.599	False	False	0.668	0.000	bacteria	0.000	1.000	0.000	0.000	1.626	0.000	4.422	0.000	-5.168	0.000	-4.754	0.000	1V		
contig_1296	7781.000	phage	0.847	0.411	False	False	0.266	0.000	bacteria	0.000	3.000	0.000	0.000	0.381	0.182	2.326	0.639	-4.793	0.175	-1.135	2.676	3V		
contig_1299	5459.000	phage	0.628	0.634	False	False	0.579	0.000	bacteria	0.000	2.000	0.000	0.000	2.443	0.415	4.148	0.140	-5.906	0.035	-5.258	0.200	2V		
contig_13	6690.000	non-phage	0.476	0.550	False	False	0.493	0.000		0.000	0.000	3.000	0.000	-1.203	1.940	-2.074	2.434	2.932	1.617	-4.949	1.004	3n		
contig_1297	44160.000	phage	0.282	0.618	False	False	0.436	0.000	bacteria	1.000	19.000	1.000	0.000	-1.793	2.133	3.436	2.727	-3.508	5.109	-3.863	1.438	10V1n2V1n7V	DTR	189.000
contig_1298	40164.000	phage	0.103	0.770	False	False	0.436	0.000	bacteria	0.000	19.000	0.000	0.000	-1.233	0.528	4.852	1.771	-4.953	4.293	-4.059	0.955	19V	DTR	177.000
contig_130	16647.000	phage	0.316	0.464	True	False	0.458	0.000	eukarya	0.000	4.000	4.000	0.000	-2.117	0.697	1.189	7.324	0.263	7.969	-5.035	1.165	1n1V1n1V2n2V		
contig_1301	15224.000	phage	0.439	0.543	True	False	0.574	0.000	bacteria	1.000	3.000	3.000	0.000	-0.093	0.841	1.031	6.914	-0.557	8.164	-4.723	1.690	2n1V1n2V1n		
contig_1302	13853.000	phage	0.533	0.473	True	False	0.387	0.000	bacteria	0.000	5.000	1.000	0.000	-1.566	1.162	2.277	3.529	-2.188	5.633	-2.053	2.205	3V1n2V		
contig_1303	14427.000	phage	0.681	0.397	True	False	0.506	0.000	bacteria	0.000	4.000	3.000	0.000	-0.095	0.696	1.341	5.906	-0.510	5.094	-5.262	0.564	3V1n1V2n		
contig_1306	4174.000	phage	0.699	0.533	False	False	0.621	0.000	bacteria	0.000	2.000	0.000	0.000	1.381	0.146	2.900	0.277	-3.312	0.332	-4.152	0.114	2V		
contig_1307	23947.000	non-phage	0.532	0.553	False	False	0.535	0.000		0.000	1.000	10.000	0.000	-0.606	1.676	-1.033	2.271	2.131	1.561	-5.254	0.507	7n1V3n		
contig_131	2821.000	phage	0.115	0.521	False	False	0.576	0.000	bacteria	0.000	1.000	0.000	0.000	0.298	0.000	4.520	0.000	-3.234	0.000	-6.062	0.000	1V		
contig_1310	3604.000	phage	0.017	0.941	False	False	0.434	0.000	bacteria	0.000	1.000	0.000	0.000	-1.820	0.000	4.734	0.000	-5.398	0.000	-4.672	0.000	1V		
contig_1311	16921.000	phage	0.705	0.628	False	False	0.305	0.000	bacteria	0.000	8.000	0.000	0.000	0.247	1.303	2.605	1.010	-4.535	1.320	-1.889	1.702	8V	DTR	13.000
contig_1315	8990.000	phage	0.002	0.952	False	False	0.429	0.000	bacteria	0.000	4.000	0.000	0.000	-2.881	0.092	6.863	0.144	-6.047	0.336	-3.373	0.023	4V		
contig_1312	36721.000	non-phage	1.065	0.393	False	True	0.558	0.000		5.000	6.000	6.000	0.000	0.659	0.879	0.630	3.211	0.184	2.723	-4.641	0.613	1V2n1V5n1V2n2V2n1V	DTR	124.000
contig_1317	15257.000	phage	0.359	0.706	False	False	0.307	0.000	bacteria	0.000	7.000	0.000	0.000	-0.037	0.322	3.500	0.956	-5.246	0.607	-2.234	1.402	7V		
contig_1318	11229.000	phage	0.707	0.352	False	False	0.316	0.000	bacteria	0.000	5.000	0.000	0.000	0.533	0.916	2.566	0.544	-2.885	2.611	-2.721	1.091	5V		
contig_1319	5719.000	phage	1.188	0.407	False	False	0.307	0.000	bacteria	1.000	1.000	0.000	0.000	0.524	0.260	1.485	0.788	-1.918	1.767	-0.647	0.548	1n1V		
contig_1320	9585.000	phage	0.137	0.677	False	False	0.446	0.000	bacteria	0.000	4.000	0.000	0.000	1.058	0.115	5.367	0.857	-6.281	0.492	-5.793	0.110	4V		
contig_132	37964.000	phage	0.264	0.701	False	False	0.383	0.000	bacteria	0.000	18.000	0.000	0.000	-0.859	0.596	3.832	2.033	-4.465	3.291	-2.656	0.545	18V		
contig_1321	27424.000	phage	0.354	0.716	False	False	0.475	0.000	bacteria	1.000	12.000	0.000	0.000	0.788	1.728	4.289	1.290	-5.020	1.502	-4.398	0.970	7V1n5V		
contig_1322	32879.000	phage	0.385	0.826	False	False	0.586	0.000	bacteria	1.000	15.000	0.000	0.000	1.496	1.438	4.574	1.767	-7.008	3.785	-4.617	0.615	15V1n		
contig_1323	35894.000	phage	0.463	0.776	False	False	0.593	0.000	bacteria	8.000	9.000	0.000	0.000	2.371	1.794	3.104	2.779	-5.285	1.733	-4.207	1.171	1n1V1n3V1n1V2n3V3n1V		
contig_1326	34454.000	phage	0.510	0.526	True	False	0.615	0.000	bacteria	1.000	12.000	3.000	0.000	0.184	1.928	2.492	5.051	-2.320	9.023	-4.820	0.414	5V1n1V1n6V2n		
contig_1327	37419.000	phage	0.683	0.431	True	False	0.504	0.000	bacteria	3.000	9.000	6.000	0.000	0.043	4.105	1.065	3.801	-0.329	6.031	-4.613	1.144	1V1n5V1n1V1n2V6n		
contig_1329	36267.000	non-phage	0.450	0.891	False	False	0.671	0.000		15.000	2.000	0.000	0.000	4.688	1.519	2.180	1.299	-7.438	2.871	-5.059	0.699	7n1V1n1V7n		
contig_1331	14555.000	phage	0.583	0.591	False	False	0.479	0.000	bacteria	3.000	4.000	0.000	0.000	2.139	1.555	3.262	2.910	-4.770	6.051	-4.656	0.596	2V2n2V1n		
contig_1330	32178.000	phage	0.242	0.621	False	False	0.445	0.000	bacteria	0.000	14.000	1.000	0.000	-1.104	0.544	3.895	3.613	-3.775	6.906	-3.809	0.357	4V1n10V		
contig_1332	5371.000	non-phage	1.019	0.603	False	False	0.585	0.000		1.000	1.000	0.000	0.000	2.418	0.117	2.375	0.174	-5.168	5.344	-5.242	0.212	1V1n		
contig_133	53613.000	phage	0.324	0.676	False	False	0.612	0.000	bacteria	1.000	25.000	0.000	0.000	1.029	0.694	4.496	1.965	-5.328	3.549	-5.344	0.590	22V1n3V	ITR	16.000
contig_1334	2373.000	non-phage	1.743	0.428	False	True	0.335	0.000		1.000	0.000	0.000	0.000	1.233	0.000	-0.520	0.000	0.183	0.000	0.556	0.000	1n		
contig_1335	5650.000	non-phage	0.579	0.214	False	False	0.599	0.000		0.000	0.000	2.000	0.000	-2.434	0.040	0.050	0.490	2.242	0.090	-5.977	0.003	2n		
contig_1333	42611.000	non-phage	0.751	0.730	False	False	0.610	0.000		15.000	4.000	1.000	0.000	2.746	1.714	2.512	1.171	-4.625	3.812	-4.562	0.596	2n1V10n1V2n1V1n1V1n	DTR	206.000
contig_1336	23295.000	phage	0.587	0.761	False	False	0.629	0.000	bacteria	5.000	6.000	0.000	0.000	1.989	0.963	3.811	2.053	-6.340	2.996	-4.898	0.366	1n4V3n2V1n		
contig_1338	2648.000	phage	0.065	0.941	False	False	0.616	0.000	bacteria	0.000	1.000	0.000	0.000	0.898	0.000	5.762	0.000	-7.789	0.000	-4.566	0.000	1V		
contig_134	6006.000	phage	0.095	0.416	False	False	0.385	0.000	bacteria	0.000	2.000	0.000	0.000	-1.716	0.008	3.559	0.050	-2.633	0.000	-2.412	0.071	2V		
contig_1341	13145.000	phage	0.367	0.843	False	False	0.644	0.000	bacteria	1.000	5.000	0.000	0.000	1.965	1.689	4.785	1.036	-7.555	1.018	-5.293	0.685	3V1n2V		
